uniprot	genesymbol	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references
P20366	TAC1	13	ligand	extracellular, ligand, secreted	P21452, P25103, P27487, P29371, Q12884, Q96LB1	DPP4, FAP, MRGPRX2, TACR1, TACR2, TACR3	TACR1 [Baccin2019:11786503;Baccin2019:12548712;Baccin2019:1311270;Baccin2019:15265501;Baccin2019:7557266;Baccin2019:8702757;Baccin2019:8985159;Baccin2019:9190866;BioGRID:8702757;CellTalkDB:7557266;Cellinker:11786503;Cellinker:12548712;Cellinker:1311270;Cellinker:15265501;Cellinker:7557266;Cellinker:8702757;Cellinker:8985159;Cellinker:9190866;Guide2Pharma:11786503;Guide2Pharma:1311270;Guide2Pharma:15265501;Guide2Pharma:8702757;Guide2Pharma:8985159;Guide2Pharma:9190866;HPRD:12548712;LRdb:11786503;LRdb:12548712;LRdb:1311270;LRdb:15265501;LRdb:7557266;LRdb:8702757;LRdb:8985159;LRdb:9190866;Lit-BM-17:11786503;Lit-BM-17:23597562;Lit-BM-17:8702757;connectomeDB2020:11786503;connectomeDB2020:12548712;connectomeDB2020:1311270;connectomeDB2020:15265501;connectomeDB2020:7557266;connectomeDB2020:8702757;connectomeDB2020:8985159;connectomeDB2020:9190866;scConnect:11786503;scConnect:1311270;scConnect:15265501;scConnect:8702757;scConnect:8985159;scConnect:9190866], TACR2 [Baccin2019:10189055;Baccin2019:11137709;Baccin2019:11786503;Baccin2019:12954451;Baccin2019:7682062;Baccin2019:7961636;Baccin2019:8925404;Baccin2019:9190866;BioGRID:7961636;CellTalkDB:12954451;Cellinker:10189055;Cellinker:11137709;Cellinker:11786503;Cellinker:12954451;Cellinker:7682062;Cellinker:7961636;Cellinker:9190866;Guide2Pharma:11137709;Guide2Pharma:11786503;Guide2Pharma:7682062;Guide2Pharma:9190866;HPMR:12954451;HPMR:7534932;HPRD:10189055;HPRD:7961636;LRdb:10189055;LRdb:11137709;LRdb:11786503;LRdb:12954451;LRdb:7682062;LRdb:7961636;LRdb:9190866;Lit-BM-17:11786503;Lit-BM-17:23597562;Lit-BM-17:7961636;SIGNOR:8925404;connectomeDB2020:10189055;connectomeDB2020:11137709;connectomeDB2020:11786503;connectomeDB2020:12954451;connectomeDB2020:7682062;connectomeDB2020:7961636;connectomeDB2020:9190866;scConnect:11137709;scConnect:11786503;scConnect:7682062;scConnect:9190866], TACR3 [Baccin2019:10189055;Baccin2019:10866201;Baccin2019:11226387;Baccin2019:1312036;Baccin2019:2176308;Baccin2019:7557266;Baccin2019:8990205;Baccin2019:9190866;Baccin2019:9272936;CellTalkDB:9272936;Cellinker:11226387;Cellinker:1312036;Cellinker:9190866;Cellinker:9272936;Guide2Pharma:11226387;Guide2Pharma:1312036;Guide2Pharma:9190866;HPRD:9272936;LRdb:11226387;LRdb:1312036;LRdb:9190866;LRdb:9272936;connectomeDB2020:11226387;connectomeDB2020:1312036;connectomeDB2020:9190866;connectomeDB2020:9272936;scConnect:11226387;scConnect:1312036;scConnect:9190866], DPP4 [Cellinker:21314817], FAP [Cellinker:21314817], MRGPRX2 [scConnect:25517090;scConnect:28288109]
Q9BQB4	SOST	11	ecm, ligand	ecm, extracellular, intracellular, ligand, ligand_regulator, secreted	O75096, O75197, O75581	LRP4, LRP5, LRP6	LRP6 [Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;DIP:21944579;ELM:21944579;ELM:22696217;IntAct:15908424;IntAct:21944579;LMPID:21944579;LRdb:15778503;connectomeDB2020:15778503], LRP5 [Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;ELM:21944579;ELM:22696217;IntAct:15908424;LRdb:15778503;connectomeDB2020:15778503], LRP4 [IntAct:21471202;connectomeDB2020:19936252]
P09919	CSF3	20	ligand	extracellular, intracellular, ligand, secreted	P07333, P15509, P32927, Q99062	CSF1R, CSF2RA, CSF2RB, CSF3R	CSF3R [Baccin2019:10364174;CellTalkDB:10364174;Cellinker:10364174;DIP:16492764;HPRD:10364174;ICELLNET:10537111;LRdb:10364174;SIGNOR:16492764;SPIKE:15676205;SignaLink3:10364174;SignaLink3:16492764;SignaLink3:23331499;connectomeDB2020:10364174], CSF2RA [SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499], CSF1R [NA], CSF2RB [NA]
P01241	GH1	18	ligand	extracellular, intracellular, ligand, secreted	P10912, P16471, P19235	EPOR, GHR, PRLR	PRLR [CellChatDB:23192981;CellTalkDB:27003442;Cellinker:23192981;Cellinker:31100495;Cellinker:9556914;HPRD:9556914;LRdb:9556914;SIGNOR:7984244;SignaLink3:15082796;SignaLink3:16546209;SignaLink3:20053995;SignaLink3:23331499;SignaLink3:24243840;SignaLink3:29145629;SignaLink3:7984244;connectomeDB2020:9556914], GHR [BioGRID:7862673;CellChatDB:10551877;CellTalkDB:7862673;Cellinker:10551877;Cellinker:31100495;Cellinker:7862673;DIP:9571026;ICELLNET:2387255;InnateDB:21889455;IntAct:31279174;IntAct:8943276;IntAct:9353194;LRdb:7862673;Lit-BM-17:17500058;Lit-BM-17:24280222;Lit-BM-17:7862673;Lit-BM-17:8943276;Lit-BM-17:9353194;Lit-BM-17:9571026;SIGNOR:7862673;SignaLink3:1549776;SignaLink3:1935820;SignaLink3:19927328;SignaLink3:23331499;SignaLink3:24243840;SignaLink3:2825030;SignaLink3:29145629;SignaLink3:3349036;SignaLink3:7691587;SignaLink3:9030599;connectomeDB2020:7862673], EPOR [Cellinker:11751584]
Q9NS98	SEMA3G	11	ligand, receptor	ligand, receptor, secreted, transmembrane	O60462, P12318, Q8N6C8, Q9HCN6	FCGR2A, GP6, LILRA3, NRP2, NRP2_PLXNA1, NRP2_PLXNA2, NRP2_PLXNA3, NRP2_PLXNA4	NRP2 [Baccin2019:27439112;CellTalkDB:19887479;LRdb:19887479;Ramilowski2015:19887479;connectomeDB2020:19887479;talklr:19887479], FCGR2A [Cellinker:32822567], LILRA3 [Cellinker:32822567], GP6 [Cellinker:32822567]
Q8N2E6	TOR2A	1	ligand	extracellular, ligand, secreted	P06576	ATP5F1B	ATP5F1B [connectomeDB2020:30552345]
Q07654	TFF3	1	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted, transmembrane	P25106, P61073	ACKR3, CXCR4	ACKR3 [connectomeDB2020:26780310], CXCR4 [connectomeDB2020:26780310]
Q6UY18	LINGO4	1	ecm, ligand, receptor	cell_surface, ecm, extracellular, ligand, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O94856	NFASC	NFASC [Cellinker:32589946]
Q8IWY4	SCUBE1	1	ligand, receptor	extracellular, ligand, plasma_membrane, receptor, secreted	NA	NA	NA
P41221	WNT5A	20	ecm, ligand, receptor	ecm, extracellular, intracellular, ligand, receptor, secreted	O00144, O60353, O75084, O75197, O75581, P01130, P07550, P34925, P43121, P98164, Q01973, Q01974, Q13308, Q13467, Q14332, Q15262, Q15375, Q96CG8, Q9H461, Q9H6X2, Q9NPG1, Q9UBE8, Q9ULK5, Q9ULV1, Q9ULW2, Q9UP38	ADRB2, ANTXR1, CTHRC1, EPHA7, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, LDLR, LRP2, LRP5, LRP6, MCAM, NLK, PTK7, PTPRK, ROR1, ROR2, RYK, VANGL2	FZD2 [Baccin2019:9389482;CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:9389482;LRdb:9389482;NetPath:19910923;SIGNOR:19008118;SIGNOR:19910923;SIGNOR:2808370;SPIKE:19910923;connectomeDB2020:19910923;connectomeDB2020:9389482], FZD5 [Baccin2019:9054360;CellPhoneDB:24032637;CellTalkDB:9054360;Cellinker:9054360;HPRD:9054360;ICELLNET:11029007;LRdb:9054360;SIGNOR:9054360;SPIKE:9054360;SignaLink3:23331499;SignaLink3:9054360;connectomeDB2020:9054360], ROR2 [Baccin2019:12839624;CellTalkDB:12839624;Cellinker:18606138;HPRD:12839624;LRdb:12839624;NetPath:12839624;SIGNOR:26690702;SPIKE:12839624;SPIKE:20215527;SPIKE:21069266;SignaLink3:17203201;SignaLink3:23331499;connectomeDB2020:12839624], FZD4 [Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;SIGNOR:16602827;SignaLink3:10990458;SignaLink3:23331499;connectomeDB2020:10990458], ROR1 [CellTalkDB:18287027;Cellinker:18287027;LRdb:18287027;NetPath:18287027;Ramilowski2015:18287027;SIGNOR:22343533;SIGNOR:23151663;SIGNOR:26690702;SignaLink3:21481194;SignaLink3:23331499;connectomeDB2020:18287027;talklr:18287027], NLK [SignaLink3:20706670;SignaLink3:23331499], FZD6 [Baccin2019:21665003;CellPhoneDB:24032637;Cellinker:21665003;Guide2Pharma:21665003;LRdb:21665003;SIGNOR:16273260;connectomeDB2020:21665003;scConnect:21665003], LRP6 [Baccin2019:28143772;CellTalkDB:23462101;Cellinker:18606138;NetPath:19056682;SIGNOR:15578921], RYK [Baccin2019:15598975;CellTalkDB:15598975;Cellinker:15598975;HPMR:15598975;LRdb:15598975;SIGNOR:22773843;connectomeDB2020:15598975], FZD3 [CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637], PTK7 [CellTalkDB:26499793], LDLR [CellTalkDB:32196115], LRP5 [Baccin2019:19056682;CellTalkDB:16602827;LRdb:16602827;Ramilowski2015:16602827;connectomeDB2020:16602827;talklr:16602827], EPHA7 [CellTalkDB:32103204], VANGL2 [CellTalkDB:21316585], PTPRK [CellTalkDB:32103204], ADRB2 [CellTalkDB:32196115], FZD1 [Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;Cellinker:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;connectomeDB2020:10557084], FZD9 [CellTalkDB:27402827], FZD7 [Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;connectomeDB2020:10990458], FZD8 [CellTalkDB:21518267;LRdb:21518267;NetPath:20093360;Ramilowski2015:21518267;connectomeDB2020:21518267;talklr:21518267], ANTXR1 [CellTalkDB:32103204], LRP2 [CellTalkDB:32196115], MCAM [CellChatDB:24335906;CellTalkDB:24335906;Cellinker:24335906;LRdb:24335906;Ramilowski2015:24335906;connectomeDB2020:24335906;talklr:24335906], FZD10 [NA], CTHRC1 [Cellinker:18606138]
Q8TEU8	WFIKKN2	2	ligand	extracellular, ligand, ligand_regulator, secreted, secreted_peptidase_inhibitor	Q2VWP7, Q8IVU1, Q8TDY8	IGDCC3, IGDCC4, PRTG	IGDCC4 [Cellinker:32822567], PRTG [Cellinker:32822567], IGDCC3 [Cellinker:32822567]
P12544	GZMA	1	ligand, receptor, secreted_enzyme	extracellular, intracellular, ligand, receptor, secreted, secreted_enzyme, secreted_peptidase, transmembrane	O00254, P01584, P12956, P20700, P25116, P26583, P27695, P55085, Q01105, Q8TEW0, Q96RI0	APEX1, F2R, F2RL1, F2RL2, F2RL3, HMGB2, IL1B, LMNB1, PARD3, SET, XRCC6	SET [BioGRID:11555662;HPRD:11555662;InnateDB:11555662;InnateDB:19059912;InnateDB:9256474;SIGNOR:11555662;SPIKE:19254476], IL1B [SPIKE:19254476], APEX1 [HPRD-phos:12524539;HPRD-phos:12555094;HPRD:12524539;HPRD:12555094;InnateDB:12524539;SPIKE:12524539], HMGB2 [HPRD-phos:11909973;HPRD:11909973;SPIKE:11909973], F2R [NA], F2RL1 [NA], F2RL2 [NA], F2RL3 [NA], PARD3 [NA], LMNB1 [HPRD-phos:11331782;HPRD:11331782], XRCC6 [InnateDB:16440001]
O00744	WNT10B	8	ecm, ligand	ecm, ligand, secreted	O75084, O75197, O75581, Q13467, Q14332, Q9NPG1, Q9UP38	FZD1, FZD1_LRP5, FZD1_LRP6, FZD10_LRP5, FZD10_LRP6, FZD2, FZD2_LRP5, FZD2_LRP6, FZD3, FZD3_LRP5, FZD3_LRP6, FZD4_LRP5, FZD4_LRP6, FZD5, FZD5_LRP5, FZD5_LRP6, FZD6_LRP5, FZD6_LRP6, FZD7, FZD7_LRP5, FZD7_LRP6, FZD8_LRP5, FZD8_LRP6, FZD9_LRP5, FZD9_LRP6, LRP5, LRP6	FZD5 [SIGNOR:12055200;SignaLink3:11092808;SignaLink3:23331499], LRP6 [Cellinker:23209147;SIGNOR:15578921], FZD1 [SIGNOR:12055200;SIGNOR:19008118], LRP5 [Cellinker:23209147;SIGNOR:15578921], FZD2 [SIGNOR:12055200], FZD3 [SIGNOR:15578921], FZD7 [connectomeDB2020:29979633]
P04275	VWF	10	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	O00300, P00451, P02452, P02461, P02462, P05106, P05556, P07359, P08123, P08514, P08572, P13224, P13612, P14770, P16109, P29400, P40197, P78324, Q01955, Q07954, Q13797, Q14031, Q6ZMJ2, Q76LX8, Q8WWQ8	ADAMTS13, COL1A1, COL1A2, COL3A1, COL4A1, COL4A2, COL4A3, COL4A5, COL4A6, F8, GP1BA, GP1BA_GP1BB, GP1BA_GP1BB_GP5_GP9, GP1BB, GP5, GP9, ITGA2B, ITGA2B_ITGB3, ITGA4, ITGA9, ITGAV_ITGB3, ITGB1, ITGB3, LRP1, SCARA5, SELP, SIRPA, STAB2, TNFRSF11B	ADAMTS13 [DIP:18492805;HPRD:12775718;HPRD:15824096;InnateDB:18577516;IntAct:16221672;IntAct:18492805;IntAct:25512528;Lit-BM-17:16221672;Lit-BM-17:18492805;Lit-BM-17:25512528], F8 [DIP:18492805;HPRD:3134349;HPRD:9218428;IntAct:18492805;IntAct:27749002;Lit-BM-17:18492805;Lit-BM-17:9218428;SIGNOR:23020315], SCARA5 [CellTalkDB:31126000], ITGA2B [CellTalkDB:31035301;HPRD:1737795;LRdb:1737795;connectomeDB2020:1737795], ITGB3 [CellTalkDB:2545728], STAB2 [CellTalkDB:30124466], SELP [CellTalkDB:16418330], SIRPA [CellTalkDB:32196115], TNFRSF11B [Baccin2019:15799029;CellTalkDB:15799029;Cellinker:15799029;HPRD:15799029;LRdb:15799029;connectomeDB2020:15799029], GP1BA [Baccin2019:12087105;Baccin2019:12183630;Baccin2019:6336654;BioGRID:12183630;BioGRID:2690940;BioGRID:7690774;CellTalkDB:12183630;Cellinker:12087105;Cellinker:12183630;Cellinker:19286885;Cellinker:6336654;HPRD:12087105;HPRD:12183630;HPRD:6336654;IntAct:12183630;IntAct:15039442;LRdb:12087105;LRdb:12183630;LRdb:6336654;Lit-BM-17:12183630;Lit-BM-17:15039442;connectomeDB2020:12087105;connectomeDB2020:12183630;connectomeDB2020:6336654], LRP1 [CellTalkDB:22234691], COL4A6 [Cellinker:19286885], GP1BB [Cellinker:19286885], COL4A1 [Cellinker:19286885], COL1A2 [Cellinker:19286885;HPRD:3490481], ITGA4 [Cellinker:10816592], COL4A2 [Cellinker:19286885], COL4A5 [Cellinker:19286885], ITGB1 [Cellinker:10816592], GP5 [Cellinker:9268316], COL3A1 [Cellinker:19286885], ITGA9 [Cellinker:10816592], COL4A3 [Cellinker:19286885], GP9 [Cellinker:9268316], COL1A1 [Cellinker:19286885;HPRD:3490481]
Q96QR1	SCGB3A1	10	ligand	ligand, ligand_regulator, secreted	Q9UEW3, Q9UM47	MARCO, NOTCH3	MARCO [Baccin2019:12847263;CellTalkDB:12847263;Cellinker:12847263;HPRD:12847263;LRdb:12847263;connectomeDB2020:12847263], NOTCH3 [CellTalkDB:32103204]
P21583	KITLG	19	cell_surface_ligand, ligand	cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane	P10721, P19235, Q9H3W5	EPOR, KIT, LRRN3	KIT [Baccin2019:1375232;Baccin2019:1698556;Baccin2019:7680037;BioGRID:1375232;BioGRID:7680037;CancerCellMap:7680037;CellTalkDB:1698556;Cellinker:12036870;Cellinker:1375232;Cellinker:1698556;Cellinker:7680037;Guide2Pharma:7536489;HPRD:1375232;HPRD:7680037;ICELLNET:17662946;LRdb:1375232;LRdb:1698556;LRdb:7680037;Lit-BM-17:1375232;Lit-BM-17:17662946;Lit-BM-17:7680037;NetPath:7680037;ProtMapper:25717186;ProtMapper:26358753;SIGNOR:1698556;SIGNOR:17259966;SPIKE:1375232;SPIKE:7680037;connectomeDB2020:1375232;connectomeDB2020:1698556;connectomeDB2020:7680037;scConnect:7536489], EPOR [CellTalkDB:11124255;Cellinker:11124255;HPRD:11124255;LRdb:11124255], LRRN3 [Cellinker:32589946]
Q9NQ76	MEPE	6	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	P78562	PHEX	PHEX [CellTalkDB:15664000;Cellinker:15664000;LRdb:15664000;Ramilowski2015:15664000;connectomeDB2020:15664000;talklr:15664000]
P48357	LEPR	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O14543, O60674, P23458, P29597, P40763, P52333, Q06124, Q8N109, Q9NRF2	JAK1, JAK2, JAK3, KIR2DL5A, PTPN11, SH2B1, SOCS3, STAT3, TYK2	JAK2 [Cellinker:30044226;HPRD:8608603;NetPath:9092791;SIGNOR:18718905;SPIKE:17312100;SignaLink3:12657512;SignaLink3:21166956;SignaLink3:23331499;SignaLink3:8608603], STAT3 [HPRD:8608603;NetPath:11445068;SIGNOR:11018044;SIGNOR:18718905;SignaLink3:21166956], JAK1 [SignaLink3:16173077;SignaLink3:23331499], TYK2 [SignaLink3:17228025;SignaLink3:23331499], SOCS3 [BioGRID:11018044;BioGRID:21239736;HPRD:11018044], PTPN11 [HPRD:11018044;Lit-BM-17:11342028;Lit-BM-17:9600917;NetPath:10449753;SIGNOR:11085989], SH2B1 [SIGNOR:27154742], KIR2DL5A [Cellinker:32589946], JAK3 [NetPath:11585385]
O43157	PLXNB1	1	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O15031, P04626, Q92854, Q9NPR2, Q9NTN9	ERBB2, PLXNB2, SEMA4B, SEMA4D, SEMA4G	SEMA4D [Baccin2019:29981480;CellPhoneDB:22325954;DIP:20877282;HPMR:10520995;HPRD:11937491;IntAct:20877282], SEMA4G [Cellinker:32589946], SEMA4B [Cellinker:32589946;HPRD:12123608], PLXNB2 [Cellinker:24043639], ERBB2 [Cellinker:15210733]
P78536	ADAM17	1	adhesion, cell_surface_enzyme, cell_surface_ligand	adhesion, cell_adhesion, cell_surface, cell_surface_enzyme, cell_surface_ligand, ecm_regulator, extracellular, intracellular, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	O14944, P01135, P01375, P05067, P05556, P07359, P08581, P08648, P08887, P15514, P15941, P46531, Q15303, Q6PJF5, Q99075	APP, AREG, ERBB4, EREG, GP1BA, HBEGF, IL6R, ITGA5, ITGB1, MET, MUC1, NOTCH1, RHBDF2, TGFA, TNF	AREG [SIGNOR:26284334], MUC1 [CellTalkDB:12441351;SIGNOR:12441351], NOTCH1 [ACSN:19601831;ACSN:19704010;ACSN:19726682;CellTalkDB:10882063;Cellinker:10882063;Cellinker:9620803;HPRD-phos:10882063;HPRD-phos:9620803;HPRD:10882063;HPRD:9620803;LRdb:10882063;LRdb:96;SIGNOR:10882063;connectomeDB2020:10882063;connectomeDB2020:9620803], EREG [SIGNOR:26284334], TGFA [HPRD:11823465;SIGNOR:26284334], TNF [HPRD-phos:10799478;HPRD-phos:12135369;HPRD:10799478;HPRD:12135369;SIGNOR:9034190], APP [SIGNOR:9774383], GP1BA [SIGNOR:25297919], HBEGF [ACSN:16054021;ACSN:18372913;SIGNOR:26284334], ITGB1 [CellTalkDB:14970227;IntAct:22413019;IntAct:30455686;LRdb:14970227;connectomeDB2020:14970227], RHBDF2 [CellTalkDB:28104813], IL6R [CellTalkDB:22575642;InnateDB:24790088], MET [CellTalkDB:22689693], ERBB4 [Baccin2019:15534001;CellTalkDB:26554003;HPRD:15534001;LRdb:15534001;ProtMapper:10744726;ProtMapper:15746097;ProtMapper:17486069;ProtMapper:9685416], ITGA5 [CellTalkDB:14970227;LRdb:14970227;connectomeDB2020:14970227]
P15907	ST6GAL1	1	adhesion, cell_surface_ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, secreted, transmembrane	P00533, P20273	CD22, EGFR	CD22 [CellTalkDB:1717156;Cellinker:1717156;HPRD:8702538;LRdb:1717156;SIGNOR:8702538;connectomeDB2020:1717156], EGFR [CellTalkDB:29402301]
P08571	CD14	2	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, plasma_membrane_peripheral, receptor, secreted, transmembrane	O00206, O15455, O60603, P05107, P05556, P13612, Q13546, Q15399, Q9NR96, Q9Y2C9, Q9Y4D7	ITGA4, ITGA4_ITGB1, ITGB1, ITGB2, PLXND1, RIPK1, TLR1, TLR2, TLR3, TLR4, TLR6, TLR9	TLR4 [CellTalkDB:32196115;HPRD:12196527;InnateDB:11745332;InnateDB:12196527;Macrophage:17535871], ITGA4 [CellTalkDB:17274987;Cellinker:17274987;LRdb:17274987;Ramilowski2015:17274987;connectomeDB2020:17274987;talklr:17274987], ITGB1 [CellTalkDB:17274987;Cellinker:17274987;LRdb:17274987;Ramilowski2015:17274987;connectomeDB2020:17274987;talklr:17274987], TLR6 [CellTalkDB:32196115;Cellinker:23350913], TLR9 [CellTalkDB:21078886;InnateDB:21078886], ITGB2 [CellTalkDB:32196115;HPRD:11745332], TLR1 [CellTalkDB:15714590], RIPK1 [CellTalkDB:32196115], TLR2 [DIP:18765807;HPRD:10395652;InnateDB:10395652;InnateDB:11986301;Lit-BM-17:10395652;Lit-BM-17:18765807], PLXND1 [Cellinker:32589946], TLR3 [HPRD:16473828;InnateDB:21078886]
Q9BZZ2	SIGLEC1	4	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, intracellular, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P08575, P16150	PTPRC, SPN	SPN [CellChatDB:11238599;HPRD:11238599;connectomeDB2020:11238599], PTPRC [Cellinker:10575006]
P31431	SDC4	1	adhesion, cell_surface_ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand_regulator, matrix_adhesion, plasma_membrane, plasma_membrane_transmembrane, receptor_regulator, secreted, transmembrane, transmembrane_predicted	O14640, O14641, O43184, P06241, P17252, P49023, P63000, Q92997, Q9BRJ7	ADAM12, DVL1, DVL2, DVL3, FYN, NUDT16L1, PRKCA, PXN, RAC1	DVL2 [SIGNOR:23151663], DVL1 [SIGNOR:23151663], ADAM12 [Adhesome:12509413;Baccin2019:12509413;Cellinker:12509413], PRKCA [ACSN:18851840;Adhesome:11916978;Adhesome:12571249;Adhesome:14670076;Adhesome:9556568;HPRD:11916978;HPRD:14670076;HPRD:9556568], RAC1 [SIGNOR:23290138], DVL3 [SIGNOR:23151663], NUDT16L1 [Adhesome:10633082], FYN [Adhesome:9952400], PXN [Adhesome:11805099;HPRD:11805099]
Q9NUP9	LIN7C	1	cell_surface_ligand, receptor	cell_surface, cell_surface_ligand, intracellular, intracellular_intercellular_related, plasma_membrane, receptor, secreted, tight_junction	O95477, P28335, P48050	ABCA1, HTR2C, KCNJ4	ABCA1 [CellTalkDB:16192275;Cellinker:16192275;HPRD:16192275;LRdb:16192275], KCNJ4 [CellTalkDB:32196115], HTR2C [Baccin2019:12006486;BioGRID:12006486;Cellinker:12006486;HPRD:12006486;LRdb:12006486;connectomeDB2020:12006486]
P49768	PSEN1	1	cell_surface_ligand, receptor	cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, receptor, secreted, transmembrane	O00548, O60716, O75460, P12830, P16070, P35222, P46531, P49841, Q04721, Q92542, Q99466, Q9UM47, Q9Y4K3	_APH1A_NCSTN_PSEN1_PSENEN, CD44, CDH1, CTNNB1, CTNND1, DLL1, ERN1, GSK3B, NCSTN, NOTCH1, NOTCH2, NOTCH3, NOTCH4, TRAF6	CDH1 [BioGRID:10635315;HPRD:10635315;HPRD:11226248;HPRD:11953314;InnateDB:16126725;SPIKE:11226248;SPIKE:11953314], CTNNB1 [BioGRID:10341227;BioGRID:9738936;BioGRID:9852041;CA1:9223106;HPRD:10092585;HPRD:10341227;HPRD:11168528;HPRD:11226248;HPRD:12070348;HPRD:16306047;HPRD:9738936;InnateDB:16126725;MPPI:10037471;ProtMapper:12297048;ProtMapper:18070361;SIGNOR:2195779;SPIKE:11161700;SPIKE:17145710;SPIKE:9632714], NCSTN [CellTalkDB:10993067;Cellinker:10993067;Cellinker:12603837;HPMR:10993067;HPRD:10993067;HPRD:12603837;IntAct:18201567;LRdb:10993067;LRdb:13;connectomeDB2020:10993067;connectomeDB2020:12603837], NOTCH1 [BioGRID:10077672;CellTalkDB:10077672;Cellinker:10077672;Cellinker:10206645;Cellinker:12374741;HPRD:10077672;HPRD:10206645;HPRD:12374741;LRdb:10077672;LRdb:10206645;LRdb:12374741;NetPath:10077672;SIGNOR:10593990;connectomeDB2020:10077672;connectomeDB2020:10206645;connectomeDB2020:12374741], GSK3B [BioGRID:10997338;HPRD:11104755;HPRD:16814287], NOTCH4 [Cellinker:11518718;HPRD:11518718;LRdb:11518718;NetPath:11518718;connectomeDB2020:11518718], CD44 [CellTalkDB:32196115], NOTCH2 [Cellinker:11518718;HPRD:11518718;LRdb:11518718;NetPath:11518718;connectomeDB2020:11518718], NOTCH3 [HPRD:11518718;LRdb:11518718;NetPath:11518718;connectomeDB2020:11518718], TRAF6 [BioGRID:19012753;InnateDB:18996842], DLL1 [HPRD:12794186;NetPath:12794186], CTNND1 [HPRD:11226248;Lit-BM-17:10208590], ERN1 [HPRD:10587643]
O00592	PODXL	1	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, intracellular, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P14151	SELL	SELL [CellTalkDB:9625756;HPRD:9625756;LRdb:9625756;connectomeDB2020:9625756]
Q9NZR2	LRP1B	1	cell_surface_ligand, receptor	cell_surface, cell_surface_ligand, intracellular, plasma_membrane_transmembrane, receptor, secreted, transmembrane	O14641, Q03405	DVL2, PLAUR	DVL2 [SIGNOR:28408316], PLAUR [Baccin2019:11384978;Baccin2019:12194987;Cellinker:11384978;Cellinker:12194987;HPRD:11384978;HPRD:12194987;LRdb:11384978;LRdb:12]
Q9NRV9	HEBP1	1	cell_surface_ligand	cell_surface_ligand, intracellular, secreted, transmembrane	P08913, P25089, P48039, Q14831	ADRA2A, FPR3, GRM7, MTNR1A	FPR3 [CellTalkDB:15623572;Guide2Pharma:15623572;LRdb:15623572;connectomeDB2020:15623572;scConnect:15623572], ADRA2A [CellTalkDB:32196115], MTNR1A [CellTalkDB:32196115], GRM7 [CellTalkDB:32196115]
