Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CTTNBP2	0	-0.191759056	0.011	0.344	0
FRYL	1.12E-271	-0.191638893	0.057	0.424	2.31E-267
CDH12	0	-0.191577734	0.004	0.325	0
POM121C	1.97E-268	-0.191567702	0.099	0.491	4.06E-264
GTPBP2	2.06E-241	-0.19153529	0.023	0.326	4.25E-237
HID1	2.21E-241	-0.191330453	0.115	0.501	4.55E-237
MSN	5.80E-294	-0.191311674	0.083	0.477	1.20E-289
PIKFYVE	3.66E-289	-0.191208133	0.04	0.402	7.55E-285
TSC22D2	1.68E-271	-0.191131834	0.034	0.376	3.46E-267
ELOVL1	1.33E-292	-0.191124758	0.156	0.598	2.73E-288
RFNG	5.40E-289	-0.191088409	0.042	0.402	1.11E-284
GALT	3.18E-263	-0.191069306	0.128	0.535	6.56E-259
DAG1	0	-0.191000561	0.117	0.573	0
SGMS2	1.47E-257	-0.190793934	0.065	0.427	3.03E-253
FOXJ3	4.00E-299	-0.190744547	0.072	0.47	8.24E-295
SH3GL2	1.73E-269	-0.190586421	0.245	0.697	3.57E-265
AVEN	0.00E+00	-0.190442255	0.011	0.336	5.56E-305
LATS1	1.00E-294	-0.190417207	0.052	0.427	2.06E-290
P3H2	3.11E-279	-0.190210237	0.002	0.267	6.42E-275
PAXBP1	"2,30515460469505e-312"	-0.190184397	0.023	0.374	4.75E-308
CCDC71L	1.93E-296	-0.190150538	0.007	0.31	3.99E-292
RBPJ	2.12E-275	-0.190131963	0.218	0.664	4.37E-271
CPNE8	1.16E-307	-0.190063819	0.013	0.335	2.40E-303
ARHGEF40	5.35E-277	-0.190039819	0.038	0.384	1.10E-272
SOWAHA	7.72E-228	-0.189952373	0.049	0.374	1.59E-223
PTK2	7.71E-245	-0.189908368	0.221	0.647	1.59E-240
CEBPZ	2.29E-256	-0.189788522	0.174	0.596	4.73E-252
CSNK1G2	1.90E-296	-0.189664335	0.045	0.42	3.92E-292
KMT2B	2.22E-306	-0.189590829	0.034	0.398	4.57E-302
SAMSN1	4.78E-235	-0.18932145	0.013	0.264	9.85E-231
SORT1	1.91E-283	-0.189307041	0.129	0.551	3.94E-279
SLC12A7	2.88E-279	-0.18918453	0.017	0.336	5.93E-275
STAT2	3.32E-279	-0.189126122	0.057	0.428	6.84E-275
IPO13	1.17E-271	-0.189111681	0.087	0.475	2.41E-267
SETD7	7.07E-248	-0.189076701	0.074	0.435	1.46E-243
EEF2	1.60E-45	-0.188848869	0.983	0.997	3.30E-41
MSI2	1.23E-261	-0.188794856	0.226	0.671	2.54E-257
RNF20	"3,59296407833387e-312"	-0.188666777	0.09	0.502	7.41E-308
ZDBF2	1.49E-277	-0.188480925	0.03	0.37	3.06E-273
LAMP2	1.50E-152	-0.18830869	0.623	0.951	3.10E-148
LMBRD2	3.63E-283	-0.188301616	0.081	0.469	7.48E-279
EIF5A	7.51E-195	-0.18826894	0.545	0.929	1.55E-190
DDHD1	2.07E-295	-0.188169712	0.045	0.41	4.26E-291
KLHL8	3.05E-227	-0.188160326	0.113	0.485	6.28E-223
PDP2	1.24E-260	-0.188154234	0.061	0.422	2.55E-256
NUMB	2.44E-280	-0.188120977	0.144	0.563	5.04E-276
USP12	2.06E-280	-0.188089231	0.081	0.47	4.26E-276
TBC1D24	9.83E-290	-0.188049647	0.084	0.48	2.03E-285
ESYT1	7.17E-222	-0.188015685	0.302	0.724	1.48E-217
SLIT1	1.52E-197	-0.18792617	0.051	0.349	3.14E-193
PHF21A	"1,69263330818178e-312"	-0.187919705	0.057	0.453	3.49E-308
MOGS	1.77E-267	-0.187825504	0.077	0.457	3.66E-263
C1orf210	9.47E-264	-0.187767066	0.186	0.614	1.95E-259
LIN7A	3.24E-288	-0.187739587	0.005	0.29	6.68E-284
NLN	1.07E-278	-0.187660592	0.024	0.353	2.21E-274
CCNT2	9.90E-303	-0.1876397	0.054	0.437	2.04E-298
LARGE1	0	-0.18763649	0.009	0.346	0
PRSS8	5.92E-299	-0.187628136	0.01	0.319	1.22E-294
PARP6	4.82E-251	-0.187578408	0.096	0.476	9.93E-247
EXOC7	6.53E-251	-0.187577046	0.272	0.711	1.35E-246
CBX3	6.82E-209	-0.18752424	0.332	0.744	1.41E-204
NAP1L4	3.33E-265	-0.1870443	0.291	0.742	6.87E-261
SIX2	1.90E-129	-0.186978024	0.116	0.396	3.92E-125
RGL2	4.64E-290	-0.186973416	0.138	0.563	9.56E-286
RFX3	2.87E-263	-0.186951458	0.022	0.338	5.93E-259
BMPR1A	4.85E-278	-0.186804133	0.056	0.424	1.00E-273
SP1	3.87E-271	-0.186790493	0.038	0.384	7.99E-267
PCGF5	2.11E-237	-0.186688835	0.244	0.669	4.35E-233
ARRB1	0	-0.186548708	0.003	0.337	0
PRRG2	3.74E-273	-0.186448949	0.151	0.571	7.71E-269
SMIM10L1	1.06E-220	-0.186423572	0.385	0.81	2.19E-216
NBAS	1.36E-287	-0.186368421	0.078	0.466	2.80E-283
VPS4B	5.37E-286	-0.186365559	0.15	0.585	1.11E-281
ABCD4	1.85E-249	-0.186228089	0.116	0.498	3.82E-245
P4HTM	1.48E-115	-0.186188558	0.655	0.937	3.06E-111
RNF19A	1.12E-261	-0.186146109	0.055	0.405	2.30E-257
NR2C2	6.92E-291	-0.18611027	0.039	0.392	1.43E-286
PLCL2	3.10E-225	-0.186062316	0.084	0.435	6.39E-221
BIVM	3.86E-284	-0.18603784	0.087	0.484	7.97E-280
C2orf68	1.98E-222	-0.185839607	0.17	0.56	4.09E-218
CCDC88C	7.53E-265	-0.185825692	0.07	0.438	1.55E-260
DIAPH1	8.60E-287	-0.185823889	0.101	0.506	1.77E-282
DUSP16	5.60E-281	-0.185807145	0.034	0.374	1.16E-276
SLC22A17	2.61E-140	-0.185794205	0.529	0.87	5.38E-136
WWP1	4.44E-297	-0.185705294	0.037	0.396	9.16E-293
NCOA6	9.86E-276	-0.185535781	0.064	0.432	2.03E-271
ATAD1	5.54E-259	-0.185392574	0.221	0.655	1.14E-254
TSPAN14	1.10E-276	-0.185288053	0.03	0.368	2.27E-272
MEGF8	8.11E-267	-0.185120095	0.049	0.401	1.67E-262
USP15	2.72E-253	-0.185050334	0.107	0.491	5.61E-249
HDAC2	5.12E-227	-0.184943372	0.433	0.862	1.06E-222
DR1	5.69E-261	-0.184736231	0.167	0.585	1.17E-256
HIST1H2BD	4.10E-261	-0.18469976	0.077	0.438	8.45E-257
ZNF444	3.32E-242	-0.184532174	0.149	0.546	6.86E-238
PDE12	2.06E-266	-0.184531665	0.094	0.478	4.25E-262
MARCH8	1.58E-273	-0.184483959	0.087	0.47	3.25E-269
RAB39B	2.13E-269	-0.184430514	0.102	0.495	4.40E-265
RBM15B	2.15E-282	-0.18441206	0.101	0.503	4.44E-278
NELFB	9.27E-275	-0.184328165	0.074	0.453	1.91E-270
HNRNPK	4.09E-89	-0.184289877	0.766	0.974	8.44E-85
B4GALT6	4.15E-281	-0.184228927	0.024	0.354	8.57E-277
ABI1	3.74E-277	-0.184009377	0.126	0.539	7.70E-273
NOL4L	8.53E-273	-0.183852198	0.119	0.524	1.76E-268
CHPF2	8.38E-260	-0.183752617	0.081	0.457	1.73E-255
GRINA	2.44E-182	-0.183734842	0.393	0.783	5.04E-178
PCK2	1.50E-250	-0.183627195	0.072	0.432	3.09E-246
TBC1D8B	1.17E-272	-0.18356492	0.038	0.38	2.40E-268
DIP2B	4.90E-271	-0.183449631	0.078	0.461	1.01E-266
AP1G2	1.37E-238	-0.183434954	0.131	0.52	2.83E-234
ANKRD13A	6.12E-264	-0.18342148	0.072	0.442	1.26E-259
STAG1	1.04E-268	-0.183372108	0.051	0.402	2.14E-264
SMIM13	0	-0.183322035	0.019	0.377	0
KIAA0930	3.41E-274	-0.18322374	0.047	0.403	7.03E-270
TTYH3	"2,40970575525507e-310"	-0.183147521	0.012	0.336	4.97E-306
HMGXB3	1.08E-286	-0.183146872	0.068	0.451	2.22E-282
PMM1	5.71E-231	-0.183102739	0.206	0.609	1.18E-226
ARMC1	1.26E-273	-0.183091104	0.176	0.605	2.61E-269
MBD5	2.64E-268	-0.183054011	0.123	0.522	5.44E-264
ASXL1	9.95E-241	-0.183018215	0.137	0.525	2.05E-236
CPEB2	6.35E-261	-0.182871647	0.017	0.323	1.31E-256
C5orf38	1.26E-144	-0.18263052	0.024	0.242	2.59E-140
KCNK17	1.19E-133	-0.18262266	0.179	0.48	2.45E-129
ATP10D	3.12E-294	-0.18253224	0.038	0.392	6.43E-290
PDCD10	1.25E-207	-0.182530136	0.367	0.78	2.57E-203
LRRN2	2.73E-301	-0.182507394	0.004	0.299	5.63E-297
TMEM260	4.28E-267	-0.18244471	0.05	0.399	8.83E-263
DPAGT1	5.39E-285	-0.182389854	0.124	0.536	1.11E-280
CPSF7	2.40E-269	-0.182283014	0.121	0.522	4.94E-265
EBF4	3.01E-298	-0.182225921	0.018	0.347	6.20E-294
FBXW5	5.23E-182	-0.182182959	0.415	0.806	1.08E-177
HERC4	9.42E-267	-0.182170546	0.12	0.522	1.94E-262
SCARA3	1.63E-276	-0.182077543	0	0.25	3.36E-272
KLF9	2.35E-272	-0.182051383	0.038	0.376	4.85E-268
SIRPA	3.25E-301	-0.181951716	0.004	0.297	6.69E-297
NUCB1	1.08E-135	-0.181922632	0.476	0.817	2.23E-131
KIF13B	1.25E-270	-0.181742237	0.047	0.393	2.57E-266
TSR3	4.93E-289	-0.181734262	0.284	0.755	1.02E-284
DESI1	6.81E-257	-0.181710698	0.147	0.559	1.40E-252
ACSL4	1.69E-264	-0.181612937	0.018	0.326	3.48E-260
UPF1	5.12E-269	-0.181357658	0.072	0.456	1.06E-264
NOP56	1.07E-268	-0.181296696	0.289	0.746	2.20E-264
ZDHHC9	4.95E-304	-0.181232232	0.044	0.413	1.02E-299
ZNF106	6.05E-291	-0.181226126	0.145	0.576	1.25E-286
ATG2B	6.87E-289	-0.181163897	0.03	0.371	1.42E-284
F8A1	1.29E-238	-0.181151699	0.05	0.383	2.67E-234
GNB5	2.87E-264	-0.181141424	0.167	0.591	5.91E-260
GDI2	2.38E-115	-0.181048957	0.697	0.962	4.91E-111
FITM2	7.23E-300	-0.181037525	0.053	0.431	1.49E-295
CPLX2	1.24E-205	-0.180935381	0.282	0.685	2.55E-201
AGPAT3	2.66E-266	-0.180872434	0.066	0.432	5.49E-262
TPST2	5.44E-252	-0.180859262	0.043	0.377	1.12E-247
CPVL	6.96E-285	-0.18071665	0.002	0.269	1.44E-280
SEPHS1	2.10E-252	-0.180681871	0.109	0.493	4.33E-248
AGPS	3.68E-293	-0.180638253	0.071	0.457	7.58E-289
ZER1	1.43E-266	-0.180608041	0.04	0.381	2.94E-262
DHCR7	1.32E-217	-0.180535451	0.184	0.569	2.73E-213
COPS2	1.54E-249	-0.180484819	0.288	0.729	3.18E-245
TENM4	1.34E-266	-0.180401917	0.016	0.315	2.77E-262
PRDM16	"9,08176343699676e-310"	-0.180371294	0.012	0.328	1.87E-305
PIGS	2.29E-279	-0.180207583	0.116	0.522	4.72E-275
MCUR1	2.52E-243	-0.180191031	0.353	0.794	5.19E-239
CNOT2	1.59E-286	-0.180025159	0.21	0.665	3.27E-282
ECE1	1.58E-262	-0.180011098	0.142	0.553	3.25E-258
CCDC50	5.25E-260	-0.17998759	0.144	0.551	1.08E-255
CYB561	4.63E-235	-0.179897296	0.237	0.654	9.54E-231
RPP25	9.62E-205	-0.179889753	0.347	0.753	1.98E-200
USP31	3.65E-305	-0.179831269	0.015	0.338	7.53E-301
PEAK1	2.16E-295	-0.179801751	0.013	0.329	4.46E-291
ZNF641	1.25E-282	-0.179661996	0.047	0.403	2.58E-278
CAD	0.00E+00	-0.179656981	0.027	0.379	8.15E-305
BTD	6.20E-267	-0.179632378	0.153	0.562	1.28E-262
PPP2R5A	5.61E-241	-0.179436848	0.137	0.526	1.16E-236
DENND2A	3.52E-259	-0.179336524	0.03	0.351	7.25E-255
NFKB1	1.38E-289	-0.179215452	0.04	0.392	2.84E-285
CFAP97	"1,58768209861255e-310"	-0.179187904	0.123	0.554	3.27E-306
DUS1L	4.38E-258	-0.178986774	0.061	0.417	9.03E-254
ACVR1	"2,32887664963053e-313"	-0.178950242	0.057	0.441	0.00E+00
SLC16A9	8.94E-121	-0.178945478	0.173	0.457	1.84E-116
SSTR3	1.48E-221	-0.178665749	0.1	0.457	3.06E-217
ZNF512B	2.57E-303	-0.178609584	0.034	0.39	5.31E-299
TANC2	9.46E-228	-0.178461246	0.08	0.426	1.95E-223
NAA50	2.06E-266	-0.17845911	0.22	0.658	4.26E-262
PRKCH	5.11E-215	-0.178438364	0.071	0.396	1.05E-210
CAPZA1	2.47E-279	-0.178426072	0.152	0.581	5.10E-275
LRCH2	"7,04472578393226e-314"	-0.17841535	0.005	0.311	0.00E+00
TGOLN2	1.36E-200	-0.17835713	0.483	0.882	2.80E-196
FBXL20	2.52E-258	-0.178329454	0.051	0.393	5.20E-254
TRPC4AP	2.63E-264	-0.178321727	0.149	0.558	5.42E-260
MAPKAPK3	1.81E-269	-0.178270029	0.087	0.47	3.73E-265
LONRF1	5.97E-280	-0.17821468	0.035	0.375	1.23E-275
EXOC4	1.45E-274	-0.178175073	0.108	0.503	2.98E-270
ATP7A	3.05E-298	-0.178155665	0.024	0.361	6.29E-294
SPTY2D1	8.11E-247	-0.178127404	0.085	0.45	1.67E-242
XPO6	4.25E-291	-0.178102133	0.071	0.458	8.76E-287
DOK4	5.06E-281	-0.177904835	0.031	0.366	1.04E-276
QARS	1.13E-253	-0.17789248	0.252	0.688	2.33E-249
TMTC3	1.15E-296	-0.177857723	0.024	0.361	2.37E-292
EIF4E3	1.68E-242	-0.17778077	0.081	0.438	3.47E-238
ZNF322	2.62E-289	-0.177775045	0.116	0.529	5.40E-285
YES1	5.53E-248	-0.177724332	0.077	0.435	1.14E-243
KIAA1522	7.95E-268	-0.177492223	0.03	0.355	1.64E-263
SDC3	0	-0.177476659	0.001	0.293	0
SLC52A2	9.06E-250	-0.177193186	0.154	0.555	1.87E-245
DDX1	1.44E-232	-0.177059842	0.333	0.765	2.97E-228
MCFD2	1.20E-290	-0.177026138	0.245	0.711	2.47E-286
ZNF33B	3.81E-291	-0.176972463	0.156	0.592	7.86E-287
DYRK2	1.00E-253	-0.176933655	0.038	0.365	2.07E-249
ZNF853	6.96E-282	-0.176932992	0.026	0.355	1.44E-277
RBM12B	3.62E-263	-0.176920615	0.033	0.359	7.47E-259
YIF1A	1.03E-86	-0.176885409	0.758	0.969	2.12E-82
KRR1	4.07E-289	-0.176793221	0.191	0.638	8.39E-285
CSNK1E	2.45E-263	-0.176791505	0.126	0.526	5.05E-259
RALGAPA2	9.95E-254	-0.176744964	0.066	0.418	2.05E-249
SLF2	3.59E-228	-0.176679363	0.119	0.495	7.41E-224
RGS7	3.11E-269	-0.176652636	0.085	0.462	6.41E-265
MVB12B	0	-0.176650317	0.007	0.336	0
NAA25	6.01E-264	-0.176595507	0.049	0.394	1.24E-259
PPP4R1	6.40E-282	-0.176466333	0.05	0.413	1.32E-277
ZNF621	6.69E-279	-0.176335127	0.033	0.367	1.38E-274
KALRN	1.57E-300	-0.176045581	0.003	0.294	3.23E-296
ASPHD2	1.53E-303	-0.175933096	0.008	0.311	3.16E-299
ZNF326	1.54E-272	-0.175901339	0.109	0.509	3.18E-268
TLCD1	3.11E-273	-0.175882055	0.063	0.419	6.41E-269
MLST8	3.12E-245	-0.175865552	0.286	0.722	6.42E-241
SPOCK3	9.38E-257	-0.175606101	0.004	0.263	1.93E-252
WEE1	1.81E-247	-0.175579929	0.006	0.261	3.72E-243
AGPAT4	8.87E-285	-0.175462426	0.054	0.42	1.83E-280
SLC9A7	8.43E-264	-0.175454666	0.029	0.351	1.74E-259
MBD6	1.90E-242	-0.175419592	0.074	0.427	3.91E-238
WDR7	2.92E-291	-0.175415774	0.037	0.387	6.02E-287
GATD1	1.26E-248	-0.17507048	0.07	0.423	2.60E-244
TNIP1	1.65E-264	-0.17506865	0.136	0.544	3.41E-260
ZNF33A	3.54E-245	-0.175041832	0.177	0.583	7.30E-241
FKBP11	6.30E-144	-0.17499543	0.231	0.562	1.30E-139
AKT2	8.58E-245	-0.174949389	0.092	0.46	1.77E-240
PLCB1	6.83E-208	-0.174947463	0.031	0.309	1.41E-203
USP25	2.92E-306	-0.174888731	0.019	0.348	6.03E-302
TNIK	2.70E-243	-0.174781366	0.058	0.395	5.58E-239
PPP2R2D	1.69E-260	-0.174778731	0.07	0.437	3.49E-256
KDM4B	8.57E-238	-0.174750315	0.049	0.375	1.77E-233
SMC5	6.24E-252	-0.174688333	0.051	0.384	1.29E-247
TMEM63B	1.33E-253	-0.174642122	0.106	0.485	2.75E-249
G3BP1	3.15E-189	-0.174634011	0.433	0.827	6.50E-185
SCN3A	4.88E-270	-0.174574258	0.012	0.304	1.01E-265
KCNC4	1.01E-263	-0.174549748	0.036	0.362	2.08E-259
NPTXR	6.52E-265	-0.174507961	0.033	0.359	1.35E-260
COP1	3.24E-259	-0.174299703	0.089	0.463	6.68E-255
ZNF592	2.17E-267	-0.174227557	0.052	0.399	4.47E-263
HCN1	6.31E-280	-0.174006713	0.001	0.261	1.30E-275
DMXL1	9.68E-275	-0.173845407	0.052	0.409	2.00E-270
IMPA2	8.52E-216	-0.173653126	0.055	0.365	1.76E-211
ZCCHC2	1.60E-280	-0.173551651	0.027	0.355	3.29E-276
FAM107B	1.73E-230	-0.173516415	0.066	0.398	3.56E-226
CHIC1	"4,03675457054454e-311"	-0.17346895	0.026	0.373	8.32E-307
TMEM38A	9.56E-239	-0.173463728	0.061	0.398	1.97E-234
PRRC2A	2.42E-269	-0.173348168	0.201	0.633	4.99E-265
ATP5MPL	8.28E-125	-0.173286101	0.7	0.97	1.71E-120
TRAPPC9	2.88E-250	-0.173146794	0.118	0.5	5.93E-246
RPRD2	1.84E-254	-0.172866413	0.121	0.511	3.79E-250
PNPLA8	7.17E-243	-0.172828227	0.18	0.583	1.48E-238
ACVR2B	0	-0.172738304	0.009	0.333	0
AGL	8.73E-296	-0.172641199	0.035	0.385	1.80E-291
ARID2	1.96E-271	-0.172575199	0.044	0.383	4.04E-267
TP53I11	7.63E-275	-0.172540836	0.015	0.317	1.57E-270
FBXL4	3.15E-281	-0.172522151	0.091	0.477	6.49E-277
FSTL4	2.48E-212	-0.172475327	0.072	0.389	5.11E-208
ZBTB43	6.77E-247	-0.172443233	0.088	0.455	1.40E-242
ZNF121	1.71E-271	-0.172416321	0.027	0.351	3.53E-267
NRBP1	5.65E-244	-0.172303196	0.26	0.685	1.17E-239
HRAS	2.45E-268	-0.17227454	0.354	0.814	5.06E-264
DPEP1	1.68E-229	-0.172019036	0.004	0.238	3.45E-225
KHNYN	1.09E-289	-0.17200294	0.056	0.424	2.24E-285
C5orf51	4.10E-282	-0.171938522	0.033	0.375	8.45E-278
DDI2	1.57E-246	-0.171888457	0.088	0.451	3.25E-242
TACC2	1.22E-235	-0.171792696	0.066	0.404	2.52E-231
KCNJ11	7.80E-241	-0.171717907	0.108	0.477	1.61E-236
MLLT11	1.70E-183	-0.17169329	0.563	0.929	3.50E-179
MAPKAP1	1.35E-264	-0.171687058	0.123	0.518	2.78E-260
EIF2AK3	1.27E-279	-0.171448685	0.021	0.34	2.63E-275
CRKL	1.01E-279	-0.171407456	0.076	0.46	2.09E-275
RASGRF2	1.28E-265	-0.171338938	0.03	0.346	2.63E-261
ACADSB	2.61E-232	-0.171045023	0.103	0.456	5.39E-228
SLC26A2	5.77E-239	-0.17099688	0.06	0.395	1.19E-234
LPIN1	1.68E-243	-0.170993584	0.201	0.617	3.46E-239
ZNF654	1.32E-270	-0.170931111	0.033	0.357	2.72E-266
RBM6	3.03E-272	-0.170654567	0.201	0.638	6.26E-268
GTF3C4	1.38E-275	-0.170619393	0.047	0.393	2.84E-271
ZSCAN2	9.03E-232	-0.170504625	0.084	0.433	1.86E-227
THAP12	2.88E-274	-0.170417389	0.037	0.368	5.94E-270
KLHL36	1.46E-267	-0.170331062	0.114	0.508	3.01E-263
PPFIBP2	3.90E-284	-0.170317196	0.029	0.357	8.04E-280
LMX1B	0	-0.170264373	0	0.297	0
SSR4	1.24E-30	-0.170186969	0.991	0.998	2.55E-26
SLC38A10	2.84E-256	-0.170061766	0.222	0.655	5.86E-252
RCBTB1	1.52E-246	-0.170004094	0.072	0.42	3.14E-242
SARM1	7.96E-223	-0.169971791	0.086	0.43	1.64E-218
SDF2L1	2.05E-148	-0.169950023	0.459	0.813	4.24E-144
FXR2	5.84E-270	-0.169922115	0.092	0.472	1.20E-265
TXNDC16	1.34E-270	-0.169872576	0.029	0.348	2.77E-266
REV1	1.10E-261	-0.169865359	0.087	0.458	2.27E-257
FBXO2	4.52E-221	-0.16985977	0.268	0.68	9.32E-217
SMARCE1	1.61E-211	-0.169852857	0.114	0.461	3.32E-207
SS18L1	1.01E-266	-0.169828317	0.03	0.351	2.09E-262
KLF3	1.61E-233	-0.169801854	0.093	0.449	3.33E-229
C1orf158	5.69E-233	-0.169572362	0.025	0.304	1.17E-228
TAB3	3.84E-275	-0.169447795	0.025	0.347	7.93E-271
GATAD2A	3.97E-266	-0.169441998	0.062	0.419	8.19E-262
DNMT1	3.15E-265	-0.169163942	0.101	0.48	6.49E-261
HTRA1	1.51E-144	-0.16908205	0.015	0.213	3.12E-140
FAF2	7.51E-292	-0.168965537	0.117	0.529	1.55E-287
NAA35	6.08E-233	-0.168958154	0.097	0.453	1.25E-228
SH3BGRL2	8.48E-287	-0.168948006	0.059	0.424	1.75E-282
PPP2R1A	6.23E-135	-0.168947572	0.613	0.926	1.29E-130
SPTSSB	6.68E-155	-0.168872849	0.055	0.315	1.38E-150
VPS8	1.35E-271	-0.168772441	0.072	0.442	2.77E-267
NDUFB11	1.29E-48	-0.168676428	0.888	0.985	2.65E-44
PITPNB	9.94E-264	-0.168657672	0.127	0.522	2.05E-259
RAB30	1.11E-220	-0.168591485	0.034	0.324	2.28E-216
NASP	1.38E-268	-0.168534527	0.154	0.565	2.84E-264
FAM184A	1.57E-290	-0.168479322	0.018	0.333	3.24E-286
OBSL1	6.24E-249	-0.168365648	0.213	0.632	1.29E-244
ZNF281	8.60E-259	-0.168330471	0.106	0.488	1.77E-254
ESCO1	2.04E-251	-0.168224655	0.058	0.395	4.20E-247
KLHL2	1.57E-229	-0.168206763	0.139	0.512	3.23E-225
ALDH2	5.95E-250	-0.168197888	0.227	0.649	1.23E-245
ZNF518B	1.79E-237	-0.168193343	0.041	0.352	3.70E-233
MMP16	4.46E-280	-0.168157555	0.003	0.277	9.20E-276
CMPK1	2.49E-131	-0.168093037	0.655	0.948	5.14E-127
ANKRD6	1.38E-221	-0.168085812	0.08	0.42	2.85E-217
SPATC1L	1.14E-200	-0.168081513	0.171	0.538	2.34E-196
ELK4	1.43E-242	-0.168080844	0.045	0.369	2.94E-238
PITPNM2	1.63E-280	-0.168045589	0.019	0.333	3.36E-276
FAM13B	1.46E-246	-0.167902749	0.045	0.371	3.02E-242
UBR2	1.91E-255	-0.167883797	0.067	0.42	3.94E-251
HSPB6	3.07E-93	-0.167823432	0.104	0.328	6.33E-89
CPEB3	1.34E-258	-0.167724461	0.042	0.372	2.76E-254
TESK1	7.02E-258	-0.167605416	0.152	0.563	1.45E-253
MAP4K3	3.82E-261	-0.167591809	0.031	0.349	7.88E-257
ZNF721	1.69E-209	-0.167544676	0.14	0.51	3.49E-205
HERC2	4.71E-237	-0.167351528	0.249	0.672	9.71E-233
GADD45A	4.40E-247	-0.167344104	0.277	0.717	9.08E-243
SYCE1L	5.60E-197	-0.167331714	0.066	0.373	1.15E-192
PRDX4	1.50E-58	-0.167291269	0.785	0.955	3.09E-54
CRTC1	2.00E-259	-0.167247015	0.066	0.42	4.12E-255
GRIK5	1.57E-267	-0.167164886	0.011	0.3	3.23E-263
SHLD2	3.12E-246	-0.167080828	0.071	0.42	6.44E-242
DDX39A	4.99E-254	-0.167046395	0.195	0.616	1.03E-249
UBALD2	4.05E-271	-0.167027905	0.035	0.365	8.36E-267
IMMT	1.14E-273	-0.166950572	0.221	0.663	2.34E-269
ARFGAP1	9.91E-215	-0.16682844	0.054	0.364	2.04E-210
WFDC2	2.48E-189	-0.16677916	0.18	0.541	5.12E-185
IGDCC3	2.92E-217	-0.166734308	0	0.198	6.02E-213
SLC35A4	1.27E-254	-0.166721056	0.162	0.566	2.62E-250
CDK4	5.83E-187	-0.166694165	0.5	0.883	1.20E-182
FAM98A	1.39E-254	-0.166661245	0.121	0.506	2.86E-250
CTDSP1	7.65E-228	-0.166545893	0.096	0.451	1.58E-223
MAP3K4	9.93E-246	-0.16634861	0.043	0.368	2.05E-241
TMCC1	2.34E-246	-0.166343198	0.09	0.451	4.82E-242
PPM1B	1.13E-234	-0.166251897	0.169	0.561	2.34E-230
RBM27	2.60E-260	-0.166197036	0.026	0.336	5.36E-256
PCF11	5.53E-276	-0.165832982	0.167	0.592	1.14E-271
ETV6	4.46E-278	-0.165817799	0.019	0.328	9.20E-274
ATP13A2	2.64E-230	-0.165813609	0.083	0.427	5.44E-226
IRS2	1.78E-236	-0.165798461	0.117	0.483	3.68E-232
WASF2	7.76E-243	-0.165778265	0.336	0.77	1.60E-238
SHROOM3	5.23E-257	-0.165733798	0.031	0.343	1.08E-252
LHPP	4.20E-225	-0.165706027	0.146	0.518	8.67E-221
GRB2	8.91E-277	-0.165582403	0.21	0.645	1.84E-272
KIFC2	6.38E-220	-0.165570532	0.072	0.4	1.32E-215
ARHGAP21	3.91E-232	-0.165489895	0.053	0.374	8.07E-228
LIPA	5.32E-249	-0.165356003	0.198	0.605	1.10E-244
RETSAT	8.69E-264	-0.165274512	0.047	0.39	1.79E-259
ITPK1	6.91E-254	-0.165120242	0.083	0.447	1.43E-249
NECTIN1	2.64E-263	-0.164999289	0.113	0.502	5.45E-259
YTHDF2	1.79E-225	-0.164931721	0.371	0.797	3.69E-221
CISD1	4.68E-122	-0.164921066	0.667	0.949	9.65E-118
ANKLE2	2.49E-237	-0.164846553	0.113	0.479	5.13E-233
LRCH1	4.27E-259	-0.164811912	0.034	0.354	8.81E-255
GDF11	3.40E-255	-0.164781742	0.026	0.328	7.00E-251
CUL2	1.02E-252	-0.164748526	0.114	0.496	2.10E-248
NKX6-1	1.18E-103	-0.164654843	0.592	0.876	2.44E-99
WDR59	1.58E-240	-0.16453029	0.097	0.46	3.27E-236
PTCD3	1.46E-234	-0.164490466	0.154	0.538	3.01E-230
SMPD4	4.19E-247	-0.16447256	0.059	0.401	8.63E-243
ICE1	7.95E-274	-0.16443567	0.068	0.427	1.64E-269
MMS19	1.66E-260	-0.164405977	0.094	0.462	3.42E-256
CCDC68	3.57E-290	-0.164396084	0.003	0.278	7.37E-286
HIF1AN	2.61E-259	-0.164287351	0.116	0.5	5.38E-255
TMEM214	1.03E-217	-0.164281426	0.135	0.496	2.12E-213
RAB11FIP3	1.32E-271	-0.164229275	0.013	0.314	2.72E-267
ERCC6L2	3.69E-245	-0.164194284	0.051	0.379	7.61E-241
NSF	2.36E-224	-0.164192782	0.165	0.545	4.86E-220
HNMT	1.09E-233	-0.164075373	0.016	0.287	2.25E-229
PDCD7	1.41E-248	-0.163998226	0.158	0.558	2.91E-244
GPR137B	1.68E-202	-0.163912069	0.083	0.395	3.46E-198
RIPOR1	6.09E-239	-0.163775629	0.064	0.397	1.26E-234
ATP8A1	1.22E-228	-0.163723976	0.053	0.368	2.52E-224
ZDHHC3	4.63E-262	-0.163717759	0.154	0.562	9.54E-258
SMURF2	1.15E-210	-0.163709125	0.047	0.344	2.37E-206
EMC10	7.83E-45	-0.163682785	0.822	0.957	1.61E-40
