ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000187676	B3GLCT	Q6Y288	Intracellular or membrane-bound	3.3839588651685393	B3GLCT	protein_coding	beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207]
ENSG00000187689	AMTN	Q6UX39	Locally secreted	0.032549864044943824	AMTN	protein_coding	amelotin [Source:HGNC Symbol;Acc:HGNC:33188]
ENSG00000187720	THSD4	Q6ZMP0	Secreted - unknown location	4.853095859722677	THSD4	protein_coding	thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]
ENSG00000187733	AMY1C	P04745	Locally secreted to GI-tract	0.09337049028897977	AMY1C	protein_coding	amylase alpha 1C [Source:HGNC Symbol;Acc:HGNC:476]
ENSG00000187742	SECISBP2	Q96T21	Intracellular or membrane-bound	31.094409140606743	SECISBP2	protein_coding	SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]
ENSG00000187908	DMBT1	Q9UGM3	Locally secreted	7.341497653415316	DMBT1	protein_coding	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ENSG00000187922	LCN10	Q6JVE6	Locally secreted in male tissues	0.7724800801302033	LCN10	protein_coding	lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]
ENSG00000187942	LDLRAD2	Q5SZI1	Secreted - unknown location	0.543168306741573	LDLRAD2	protein_coding	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]
ENSG00000187944	C2orf66	Q6UXQ4	Secreted - unknown location	NA	C2orf66	protein_coding	chromosome 2 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:33809]
ENSG00000187950	OVCH1	Q7RTY7	Locally secreted in female tissues	0.04057724943820225	OVCH1	protein_coding	ovochymase 1 [Source:HGNC Symbol;Acc:HGNC:23080]
ENSG00000187955	COL14A1	Q05707	Locally secreted to extracellular matrix	4.453296512260897	COL14A1	protein_coding	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]
ENSG00000187980	PLA2G2C	Q5R387	Secreted - unknown location	0.06792476966292135	PLA2G2C	protein_coding	phospholipase A2 group IIC [Source:HGNC Symbol;Acc:HGNC:9032]
ENSG00000187997	C17orf99	Q6UX52	Secreted to blood	0.06272055617977527	C17orf99	protein_coding	chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:34490]
ENSG00000188038	NRN1L	Q496H8	Secreted - unknown location	0.10647613617977528	NRN1L	protein_coding	neuritin 1 like [Source:HGNC Symbol;Acc:HGNC:29811]
ENSG00000188056	TREML4	Q6UXN2	Secreted - unknown location	0.10891064953595506	TREML4	protein_coding	triggering receptor expressed on myeloid cells like 4 [Source:HGNC Symbol;Acc:HGNC:30807]
ENSG00000188064	WNT7B	P56706	Locally secreted to extracellular matrix	0.9502863887640449	WNT7B	protein_coding	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]
ENSG00000188076	SCGB1C1	Q8TD33	Secreted - unknown location	0.032357216853932586	SCGB1C1	protein_coding	secretoglobin family 1C member 1 [Source:HGNC Symbol;Acc:HGNC:18394]
ENSG00000188107	EYS	Q5T1H1	Locally secreted	2.1749483868875106	EYS	protein_coding	eyes shut homolog [Source:HGNC Symbol;Acc:HGNC:21555]
ENSG00000188153	COL4A5	P29400	Locally secreted to extracellular matrix	0.6781487236537981	COL4A5	protein_coding	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]
ENSG00000188157	AGRN	O00468	Locally secreted to extracellular matrix	16.3314723386602	AGRN	protein_coding	agrin [Source:HGNC Symbol;Acc:HGNC:329]
ENSG00000188162	OTOG	Q6ZRI0	Locally secreted	0.021023277268539326	OTOG	protein_coding	otogelin [Source:HGNC Symbol;Acc:HGNC:8516]
ENSG00000188293	IGFL1	Q6UW32	Locally secreted	0.059303426966292136	IGFL1	protein_coding	IGF like family member 1 [Source:HGNC Symbol;Acc:HGNC:24093]
ENSG00000188334	BSPH1	Q075Z2	Locally secreted in male tissues	0.0024784719101123595	BSPH1	protein_coding	binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:33906]
ENSG00000188372	ZP3	P21754	Locally secreted in female tissues	4.482663708205222	ZP3	protein_coding	zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:13189]
ENSG00000188373	C10orf99	Q6UWK7	Locally secreted	0.056686249438202246	C10orf99	protein_coding	chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:31428]
ENSG00000188379	IFNA2	P01563	Secreted to blood	0	IFNA2	protein_coding	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]
ENSG00000188488	SERPINA5	P05154	Secreted to blood	113.32401823300914	SERPINA5	protein_coding	serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]
ENSG00000188508	KRTDAP	P60985	Locally secreted	0.6985042696629213	KRTDAP	protein_coding	keratinocyte differentiation associated protein [Source:HGNC Symbol;Acc:HGNC:16313]
ENSG00000188611	ASAH2	Q9NR71	Intracellular or membrane-bound	2.3648930030674156	ASAH2	protein_coding	N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]
ENSG00000188624	IGFL3	Q6UXB1	Locally secreted	0.07162624943820224	IGFL3	protein_coding	IGF like family member 3 [Source:HGNC Symbol;Acc:HGNC:32930]
ENSG00000188655	RNASE9	P60153	Locally secreted in male tissues	0	RNASE9	protein_coding	ribonuclease A family member 9 (inactive) [Source:HGNC Symbol;Acc:HGNC:20673]
ENSG00000188710	QRFP	P83859	Locally secreted	0.17468007415730338	QRFP	protein_coding	pyroglutamylated RFamide peptide [Source:HGNC Symbol;Acc:HGNC:29982]
ENSG00000188729	OSTN	P61366	Locally secreted	0.001917491011235955	OSTN	protein_coding	osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]
ENSG00000188730	VWC2	Q2TAL6	Locally secreted to extracellular matrix	0.005770297640449438	VWC2	protein_coding	von Willebrand factor C domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30200]
ENSG00000188770	OPTC	Q9UBM4	Locally secreted	0.013900655056179774	OPTC	protein_coding	opticin [Source:HGNC Symbol;Acc:HGNC:8158]
ENSG00000188783	PRELP	P51888	Locally secreted to extracellular matrix	0.9381076853932584	PRELP	protein_coding	proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]
ENSG00000188784	PLA2G2E	Q9NZK7	Secreted - unknown location	0	PLA2G2E	protein_coding	phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]
ENSG00000188811	NHLRC3	Q5JS37	Secreted - unknown location	8.92995783526451	NHLRC3	protein_coding	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
ENSG00000188886	ASTL	Q6HA08	Locally secreted in female tissues	0.0010615370786516854	ASTL	protein_coding	astacin like metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:31704]
ENSG00000188937	NYX	Q9GZU5	Intracellular or membrane-bound	0	NYX	protein_coding	nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082]
ENSG00000188958	UTS2B	Q765I0	Secreted - unknown location	1.3370845953033708	UTS2B	protein_coding	urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]
ENSG00000188992	LIPI	Q6XZB0	Locally secreted in male tissues	0.0051882157303370785	LIPI	protein_coding	lipase I [Source:HGNC Symbol;Acc:HGNC:18821]
ENSG00000189001	SBSN	Q6UWP8	Secreted - unknown location	0.4049890031460674	SBSN	protein_coding	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSG00000189013	KIR2DL4	Q99706	Intracellular or membrane-bound	7.329584269662921e-4	KIR2DL4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
ENSG00000189052	CGB5	P0DN86	Secreted to blood	0.02777591797752809	CGB5	protein_coding	chorionic gonadotropin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:16452]
ENSG00000189056	RELN	P78509	Locally secreted to extracellular matrix	0.7542735332578281	RELN	protein_coding	reelin [Source:HGNC Symbol;Acc:HGNC:9957]
ENSG00000189058	APOD	P05090	Secreted to blood	30.82470144061236	APOD	protein_coding	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]
ENSG00000189068	VSTM1	Q6UX27	Secreted to blood	1.3825056179775282e-4	VSTM1	protein_coding	V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]
ENSG00000189099	PRSS48	Q7RTY5	Locally secreted in male tissues	0.023620596629213484	PRSS48	protein_coding	serine protease 48 [Source:HGNC Symbol;Acc:HGNC:24635]
ENSG00000189129	PLAC9	Q5JTB6	Secreted - unknown location	2.2398388976404497	PLAC9	protein_coding	placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255]
ENSG00000189171	S100A13	Q99584	Locally secreted	20.967288064044943	S100A13	protein_coding	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]
ENSG00000189227	C15orf61	A6NNL5	Secreted - unknown location	3.939583433398876	C15orf61	protein_coding	chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]
ENSG00000189292	ALKAL2	Q6UX46	Secreted - unknown location	13.704207667842388	ALKAL2	protein_coding	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]
ENSG00000189320	FAM180A	Q6UWF9	Secreted - unknown location	1.3739977654010114	FAM180A	protein_coding	family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]
ENSG00000189377	CXCL17	Q6UXB2	Secreted to blood	42.74421915009227	CXCL17	protein_coding	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]
ENSG00000189403	HMGB1	P09429	Intracellular or membrane-bound	317.2370990224719	HMGB1	protein_coding	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]
ENSG00000196083	IL1RAP	Q9NPH3	Secreted to blood	7.375137359414087	IL1RAP	protein_coding	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
ENSG00000196104	SPOCK3	Q9BQ16	Locally secreted to extracellular matrix	8.397260879277075	SPOCK3	protein_coding	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]
ENSG00000196136	SERPINA3	P01011	Secreted to blood	2704.7999699383045	SERPINA3	protein_coding	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]
ENSG00000196188	CTSE	P14091	Intracellular or membrane-bound	15.010343269662922	CTSE	protein_coding	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]
ENSG00000196260	SFTA2	Q6UW10	Locally secreted	1.6671145875385327	SFTA2	protein_coding	surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]
ENSG00000196262	PPIA	P62937	Secreted to blood	1122.0498814157304	PPIA	protein_coding	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]
ENSG00000196337	CGB7	P0DN87	Locally secreted	0.01655523370786517	CGB7	protein_coding	chorionic gonadotropin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:16451]
ENSG00000196338	NLGN3	Q9NZ94	Intracellular or membrane-bound	0.11002498014572257	NLGN3	protein_coding	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]
ENSG00000196352	CD55	P08174	Secreted to blood	89.4355548626658	CD55	protein_coding	CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
ENSG00000196358	NTNG2	Q96CW9	Intracellular or membrane-bound	0.3338101402247191	NTNG2	protein_coding	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]
ENSG00000196378	ZNF34	Q8IZ26	Intracellular or membrane-bound	1.2406252167115583	ZNF34	protein_coding	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
ENSG00000196415	PRTN3	P24158	Secreted to blood	0.008865113483146067	PRTN3	protein_coding	proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]
ENSG00000196436	NPIPB15	A6NHN6	Intracellular or membrane-bound	1.0397677505617977	NPIPB15	protein_coding	nuclear pore complex interacting protein family member B15 [Source:HGNC Symbol;Acc:HGNC:34409]
ENSG00000196468	FGF16	O43320	Locally secreted	0.013810147191011236	FGF16	protein_coding	fibroblast growth factor 16 [Source:HGNC Symbol;Acc:HGNC:3672]
ENSG00000196562	SULF2	Q8IWU5	Intracellular or membrane-bound	23.020365206141474	SULF2	protein_coding	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
ENSG00000196569	LAMA2	P24043	Locally secreted to extracellular matrix	0.639283553251194	LAMA2	protein_coding	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]
ENSG00000196711	ALKAL1	Q6UXT8	Secreted - unknown location	0.11429751235955056	ALKAL1	protein_coding	ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775]
ENSG00000196739	COL27A1	Q8IZC6	Locally secreted to extracellular matrix	5.868127191011236	COL27A1	protein_coding	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]
ENSG00000196743	GM2A	P17900	Intracellular or membrane-bound	22.969743494382023	GM2A	protein_coding	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]
ENSG00000196748	CLPSL2	Q6UWE3	Locally secreted in male tissues	0.2345646629213483	CLPSL2	protein_coding	colipase like 2 [Source:HGNC Symbol;Acc:HGNC:21250]
ENSG00000196800	SPINK14	Q6IE38	Secreted - unknown location	0.005750674157303371	SPINK14	protein_coding	serine peptidase inhibitor Kazal type 14 (putative) [Source:HGNC Symbol;Acc:HGNC:33825]
ENSG00000196844	PATE2	Q6UY27	Locally secreted in male tissues	0.05290187865168539	PATE2	protein_coding	prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249]
ENSG00000196878	LAMB3	Q13751	Locally secreted to extracellular matrix	37.93159330812916	LAMB3	protein_coding	laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]
ENSG00000196937	FAM3C	Q92520	Locally secreted	90.79358093667867	FAM3C	protein_coding	FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]
ENSG00000196954	CASP4	P49662	Intracellular or membrane-bound	73.66367062906488	CASP4	protein_coding	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]
ENSG00000196968	FUT11	Q495W5	Intracellular or membrane-bound	18.650818262921348	FUT11	protein_coding	fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]
ENSG00000197006	METTL9	Q9H1A3	Secreted to blood	46.73428217052992	METTL9	protein_coding	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]
ENSG00000197110	IFNL3	Q8IZI9	Secreted to blood	0.0012282808988764045	IFNL3	protein_coding	interferon lambda 3 [Source:HGNC Symbol;Acc:HGNC:18365]
ENSG00000197249	SERPINA1	P01009	Secreted to blood	1299.9567956624655	SERPINA1	protein_coding	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]
ENSG00000197253	TPSB2	P20231	Secreted to blood	1.099236808988764	TPSB2	protein_coding	tryptase beta 2 [Source:HGNC Symbol;Acc:HGNC:14120]
ENSG00000197272	IL27	Q8NEV9	Secreted to blood	0.00877765393258427	IL27	protein_coding	interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]
ENSG00000197273	GUCA2A	Q02747	Secreted to blood	0.8676408314606742	GUCA2A	protein_coding	guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]
ENSG00000197345	MRPL21	Q7Z2W9	Intracellular or membrane-bound	51.98982634606742	MRPL21	protein_coding	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]
ENSG00000197353	LYPD2	Q6UXB3	Intracellular or membrane-bound	0.010534898876404495	LYPD2	protein_coding	LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]
ENSG00000197408	CYP2B6	P20813	Intracellular or membrane-bound	0.25929194505617975	CYP2B6	protein_coding	cytochrome P450 family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:2615]
ENSG00000197446	CYP2F1	P24903	Intracellular or membrane-bound	0.04212816544128427	CYP2F1	protein_coding	cytochrome P450 family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:2632]
ENSG00000197461	PDGFA	P04085	Secreted to blood	17.63608515955056	PDGFA	protein_coding	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]
ENSG00000197487	GALP	Q9UBC7	Locally secreted in brain	0.002122076404494382	GALP	protein_coding	galanin like peptide [Source:HGNC Symbol;Acc:HGNC:24840]
ENSG00000197540	GZMM	P51124	Secreted to blood	0.007858648314606741	GZMM	protein_coding	granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]
ENSG00000197558	SSPO	NA	Locally secreted in brain	0.10260326853932585	SSPOP	transcribed_unitary_pseudogene	SCO-spondin, pseudogene [Source:HGNC Symbol;Acc:HGNC:21998]
ENSG00000197565	COL4A6	Q14031	Locally secreted to extracellular matrix	0.08822005928706983	COL4A6	protein_coding	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]
ENSG00000197586	ENTPD6	O75354	Secreted to blood	39.21275161638129	ENTPD6	protein_coding	ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368]
ENSG00000197594	ENPP1	P22413	Secreted - unknown location	8.707778855870501	ENPP1	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]
ENSG00000197614	MFAP5	Q13361	Locally secreted to extracellular matrix	1.0007729048068539	MFAP5	protein_coding	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]
ENSG00000197646	PDCD1LG2	Q9BQ51	Secreted - unknown location	0.25186253258426966	PDCD1LG2	protein_coding	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]
ENSG00000197696	NMB	P08949	Secreted to blood	14.17494295505618	NMB	protein_coding	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]
ENSG00000197721	CR1L	Q2VPA4	Intracellular or membrane-bound	0.10207034494382022	CR1L	protein_coding	complement C3b/C4b receptor 1 like [Source:HGNC Symbol;Acc:HGNC:2335]
ENSG00000197745	SCGB1D4	Q6XE38	Locally secreted in female tissues	0.010148348314606741	SCGB1D4	protein_coding	secretoglobin family 1D member 4 [Source:HGNC Symbol;Acc:HGNC:31748]
ENSG00000197746	PSAP	P07602	Intracellular or membrane-bound	1442.7226630674156	PSAP	protein_coding	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]
ENSG00000197766	CFD	P00746	Secreted to blood	0.5871380123595505	CFD	protein_coding	complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]
ENSG00000197822	OCLN	Q16625	Intracellular or membrane-bound	29.558901111086403	OCLN	protein_coding	occludin [Source:HGNC Symbol;Acc:HGNC:8104]
ENSG00000197838	CYP2A13	Q16696	Intracellular or membrane-bound	0	CYP2A13	protein_coding	cytochrome P450 family 2 subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:2608]
ENSG00000197859	ADAMTSL2	Q86TH1	Locally secreted	7.438246946852809	ADAMTSL2	protein_coding	ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]
ENSG00000197870	PRB3	Q04118	Locally secreted to GI-tract	0.0676095	PRB3	protein_coding	proline rich protein BstNI subfamily 3 [Source:HGNC Symbol;Acc:HGNC:9339]
ENSG00000197919	IFNA1	P01562	Secreted to blood	0.010795493258426967	IFNA1	protein_coding	interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]
ENSG00000197930	ERO1A	Q96HE7	Intracellular or membrane-bound	79.27311789971131	ERO1A	protein_coding	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]
ENSG00000197953	AADACL2	Q6P093	Locally secreted	2.343808988764045e-4	AADACL2	protein_coding	arylacetamide deacetylase like 2 [Source:HGNC Symbol;Acc:HGNC:24427]
ENSG00000198074	AKR1B10	O60218	Locally secreted	329.9870726716405	AKR1B10	protein_coding	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]
ENSG00000198077	CYP2A7	P20853	Intracellular or membrane-bound	0.047836953033707864	CYP2A7	protein_coding	cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]
ENSG00000198108	CHSY3	Q70JA7	Intracellular or membrane-bound	0.9500428057454955	CHSY3	protein_coding	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
ENSG00000198129	DEFB107B	Q8IZN7	Locally secreted in male tissues	0.005934764044943821	DEFB107B	protein_coding	defensin beta 107B [Source:HGNC Symbol;Acc:HGNC:31918]
ENSG00000198160	MIER1	Q8N108	Intracellular or membrane-bound	17.300222199799137	MIER1	protein_coding	MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]
ENSG00000198183	BPIFA1	Q9NP55	Locally secreted	0.13258586629213484	BPIFA1	protein_coding	BPI fold containing family A member 1 [Source:HGNC Symbol;Acc:HGNC:15749]
ENSG00000198189	HSD17B11	Q8NBQ5	Intracellular or membrane-bound	37.40198209432548	HSD17B11	protein_coding	hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]
ENSG00000198488	B3GNT6	Q6ZMB0	Intracellular or membrane-bound	0.03770515280898877	B3GNT6	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:24141]
ENSG00000198542	ITGBL1	O95965	Secreted - unknown location	1.857728041621643	ITGBL1	protein_coding	integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]
ENSG00000198546	ZNF511	Q8NB15	Intracellular or membrane-bound	14.46309808764045	ZNF511	protein_coding	zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]
ENSG00000198643	FAM3D	Q96BQ1	Locally secreted to GI-tract	4.317027178651685	FAM3D	protein_coding	FAM3 metabolism regulating signaling molecule D [Source:HGNC Symbol;Acc:HGNC:18665]
ENSG00000198670	LPA	P08519	Secreted to blood	0.020456071460674158	LPA	protein_coding	lipoprotein(a) [Source:HGNC Symbol;Acc:HGNC:6667]
ENSG00000198673	FAM19A2	Q8N3H0	Intracellular or membrane-bound	1.3468738919585965	TAFA2	protein_coding	TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]
ENSG00000198700	IPO9	Q96P70	Intracellular or membrane-bound	23.839288157303372	IPO9	protein_coding	importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]
