source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Delta	INS/GCG	PRL	PRLR	3.88767970302042e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	INS/GCG	PRL	PRLR	3.589097294806293e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	INS/GCG	PRL	PRLR	3.888512205013432e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	PPY	PRL	PRLR	1.9206508946302355e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	PPY	PRL	PRLR	1.0356339857676436e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	PPY	PRL	PRLR	5.390748481681901e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	PPY	PRL	PRLR	5.337652078978309e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	PPY	PRL	PRLR	4.095597820485659e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	PPY	PRL	PRLR	8.612708339384574e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Delta	PRL	PRLR	3.6854627750338885e-19	0.02	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Delta	PRL	PRLR	8.669602180184275e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Delta	PRL	PRLR	4.674735364967324e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Delta	PRL	PRLR	2.433323251001949e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Delta	PRL	PRLR	2.4093561318380248e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Delta	PRL	PRLR	1.8487068052248138e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Delta	PRL	PRLR	3.88767970302042e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Beta	PRL	PRLR	8.003757538917471e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Beta	PRL	PRLR	4.3157053394353175e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Beta	PRL	PRLR	2.2464386381355362e-016	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Beta	PRL	PRLR	2.2243122467847472e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Beta	PRL	PRLR	1.7067220296896748e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Beta	PRL	PRLR	3.589097294806293e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Alpha	PRL	PRLR	3.686251974592433e-18	0.02	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Alpha	PRL	PRLR	8.671458675997961e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Alpha	PRL	PRLR	4.6757364058980134e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Alpha	PRL	PRLR	2.4338443192510964e-16	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Alpha	PRL	PRLR	2.4098720678036526e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Alpha	PRL	PRLR	1.8491026845712133e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Alpha	PRL	PRLR	3.888512205013432e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Duct	TNFSF14	LTBR	1.6945986979841498e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Duct	TNFSF14	LTBR	2.0843182768956054e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	TNFSF14	LTBR	4.8911724975727536e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Duct	TNFSF14	LTBR	4.2324536261654983e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Duct	TNFSF14	LTBR	3.085703809373899e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Duct	TNFSF14	LTBR	6.625711043091119e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Duct	TNFSF14	LTBR	1.2504613530766445e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Pericytes	TNFSF14	LTBR	4.501414123582797e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Acinar	TNFSF14	LTBR	4.969743181866789e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Acinar	TNFSF14	LTBR	6.112672314549356e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Acinar	TNFSF14	LTBR	1.4344323054216427e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Acinar	TNFSF14	LTBR	1.2412500715490032e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Acinar	TNFSF14	LTBR	9.049431872061343e-17	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Acinar	TNFSF14	LTBR	1.9431197675639379e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Acinar	TNFSF14	LTBR	3.667223272997408e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	INS/SST	TNFSF14	LTBR	4.873481483537933e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	INS/SST	TNFSF14	LTBR	5.994272591101767e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/SST	TNFSF14	LTBR	1.4066479944809225e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	INS/SST	TNFSF14	LTBR	1.217207613907199e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/SST	TNFSF14	LTBR	8.874148432041083e-17	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/SST	TNFSF14	LTBR	1.9054824084407136e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	INS/SST	TNFSF14	LTBR	3.596190801600176e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	INS/GCG	TNFSF14	LTBR	9.447150384297706e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	INS/GCG	TNFSF14	LTBR	1.161978244997127e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/GCG	TNFSF14	LTBR	2.7267601583251088e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	INS/GCG	TNFSF14	LTBR	2.3595336139778437e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/GCG	TNFSF14	LTBR	1.7202366532704313e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/GCG	TNFSF14	LTBR	3.693741102331086e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	INS/GCG	TNFSF14	LTBR	6.971146895323858e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	PPY	TNFSF14	LTBR	5.070254843571018e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	PPY	TNFSF14	LTBR	6.236299397337141e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	PPY	TNFSF14	LTBR	1.4634432964007888e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	PPY	TNFSF14	LTBR	1.2663540060410291e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	PPY	TNFSF14	LTBR	9.232454093057242e-17	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	PPY	TNFSF14	LTBR	1.982418819763954e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	PPY	TNFSF14	LTBR	3.741391834935972e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Delta	TNFSF14	LTBR	1.1993874274743227e-16	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Beta	TNFSF14	LTBR	1.8371875768101627e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Alpha	TNFSF14	LTBR	2.0972476393486562e-14	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Alpha	TNFSF14	LTBR	2.5795674167962573e-14	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Alpha	TNFSF14	LTBR	6.053350558083095e-14	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Alpha	TNFSF14	LTBR	5.238115305220329e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Alpha	TNFSF14	LTBR	3.818889414720257e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Alpha	TNFSF14	LTBR	8.200028042416043e-15	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Alpha	TNFSF14	LTBR	1.547580040013653e-14	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Immune	TNFSF14	TNFRSF14	1.1326107819228948e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Immune	TNFSF14	TNFRSF14	1.3930857826002686e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Endothelial	Immune	TNFSF14	TNFRSF14	1.378128754085269e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Immune	TNFSF14	TNFRSF14	3.269089439047896e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Immune	TNFSF14	TNFRSF14	2.8288246749475055e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Immune	TNFSF14	TNFRSF14	2.062377014971526e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Immune	TNFSF14	TNFRSF14	4.428394624786305e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
PPY	Immune	TNFSF14	TNFRSF14	1.598335585580887e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Immune	TNFSF14	TNFRSF14	8.357648407021796e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Beta	Immune	TNFSF14	TNFRSF14	6.498148348463436e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	Immune	TNFSF14	TNFRSF14	7.26530620296602e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Duct	TNFSF14	TNFRSF14	1.1270488826147902e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Duct	TNFSF14	TNFRSF14	1.3862447715319212e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Endothelial	Duct	TNFSF14	TNFRSF14	1.3713611923301614e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	TNFSF14	TNFRSF14	3.253035957407447e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Duct	TNFSF14	TNFRSF14	2.8149331966506037e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Duct	TNFSF14	TNFRSF14	2.052249322789045e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Duct	TNFSF14	TNFRSF14	4.406648155884086e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
PPY	Duct	TNFSF14	TNFRSF14	1.5904866565545427e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Duct	TNFSF14	TNFRSF14	8.316606594674377e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Beta	Duct	TNFSF14	TNFRSF14	6.466237962652445e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	Duct	TNFSF14	TNFRSF14	7.229628543496146e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Endothelial	TNFSF14	TNFRSF14	1.0954239955206679e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Endothelial	TNFSF14	TNFRSF14	1.3473468718373692e-17	0.01	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Endothelial	TNFSF14	TNFRSF14	3.1617560702096755e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Pericytes	TNFSF14	TNFRSF14	2.4214183491628913e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Pericytes	TNFSF14	TNFRSF14	2.978290097259243e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Endothelial	Pericytes	TNFSF14	TNFRSF14	2.9463133371237494e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Pericytes	TNFSF14	TNFRSF14	6.989014477773801e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Pericytes	TNFSF14	TNFRSF14	6.047768645335344e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Pericytes	TNFSF14	TNFRSF14	4.409173589462926e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Pericytes	TNFSF14	TNFRSF14	9.467503022768363e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
PPY	Pericytes	TNFSF14	TNFRSF14	3.417095419450817e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Pericytes	TNFSF14	TNFRSF14	1.7867888537712918e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Beta	Pericytes	TNFSF14	TNFRSF14	1.3892447341321615e-15	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	Pericytes	TNFSF14	TNFRSF14	1.5532560728191414e-15	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Acinar	TNFSF14	TNFRSF14	2.4570276479076567e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Acinar	TNFSF14	TNFRSF14	3.0220887336470294e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Acinar	TNFSF14	TNFRSF14	7.091794695222331e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Acinar	TNFSF14	TNFRSF14	6.136706932474657e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Acinar	TNFSF14	TNFRSF14	4.474014751508528e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Acinar	TNFSF14	TNFRSF14	9.606731811386206e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
PPY	Acinar	TNFSF14	TNFRSF14	3.467347112499897e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Acinar	TNFSF14	TNFRSF14	1.8130653119913792e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Beta	Acinar	TNFSF14	TNFRSF14	1.409674921580911e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	Acinar	TNFSF14	TNFRSF14	1.5760982056298419e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	INS/SST	TNFSF14	TNFRSF14	1.8084216007619114e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	INS/SST	TNFSF14	TNFRSF14	2.2243178866947313e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/SST	TNFSF14	TNFRSF14	5.219703052965456e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	INS/SST	TNFSF14	TNFRSF14	4.516739314544919e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/SST	TNFSF14	TNFRSF14	3.292964540159881e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/SST	TNFSF14	TNFRSF14	7.070747183176885e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	INS/SST	TNFSF14	TNFRSF14	1.3344524130968626e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	INS/SST	TNFSF14	TNFRSF14	1.1600398727337053e-16	0.01	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	INS/GCG	TNFSF14	TNFRSF14	3.861719920628016e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	INS/GCG	TNFSF14	TNFRSF14	4.749828629143005e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/GCG	TNFSF14	TNFRSF14	1.1146201334307313e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	INS/GCG	TNFSF14	TNFRSF14	9.645086178972781e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/GCG	TNFSF14	TNFRSF14	7.031826404474186e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/GCG	TNFSF14	TNFRSF14	1.509893779166253e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
PPY	INS/GCG	TNFSF14	TNFRSF14	5.449642956794701e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	INS/GCG	TNFSF14	TNFRSF14	2.8496018100071074e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	INS/GCG	TNFSF14	TNFRSF14	2.477159686309802e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	PPY	TNFSF14	TNFRSF14	1.4346856210091678e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	PPY	TNFSF14	TNFRSF14	1.7646310391609738e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	PPY	TNFSF14	TNFRSF14	4.140977365493927e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	PPY	TNFSF14	TNFRSF14	3.583291056517247e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	PPY	TNFSF14	TNFRSF14	2.6124267008693092e-18	0.01	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	PPY	TNFSF14	TNFRSF14	5.609476965558496e-18	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Delta	TNFSF14	TNFRSF14	7.980005834742104e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Delta	TNFSF14	TNFRSF14	9.815227658564901e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Pericytes	Delta	TNFSF14	TNFRSF14	2.3032937010227557e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Acinar	Delta	TNFSF14	TNFRSF14	1.993097520450458e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/SST	Delta	TNFSF14	TNFRSF14	1.4530835195179315e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
INS/GCG	Delta	TNFSF14	TNFRSF14	3.1201022899728283e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Delta	Delta	TNFSF14	TNFRSF14	5.888526236476989e-17	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Alpha	Delta	TNFSF14	TNFRSF14	5.118897578445175e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Immune	Beta	TNFSF14	TNFRSF14	6.104179335214966e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
Duct	Beta	TNFSF14	TNFRSF14	7.508003262726909e-16	0	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
