yourlist:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	isomap:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000221866	ENSG00000221866 -> Q9HCM2-1;Q9HCM2-2;Q9HCM2-3	Q9HCM2	PLXA4_HUMAN	reviewed	Plexin-A4	PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003	Homo sapiens (Human)	1894
ENSG00000164050	ENSG00000164050 -> O43157-1;O43157-2;O43157-3	O43157	PLXB1_HUMAN	reviewed	Plexin-B1 (Semaphorin receptor SEP)	PLXNB1 KIAA0407 PLXN5 SEP	Homo sapiens (Human)	2135
ENSG00000196576		O15031	PLXB2_HUMAN	reviewed	Plexin-B2 (MM1)	PLXNB2 KIAA0315	Homo sapiens (Human)	1838
ENSG00000196576		A6QRG9	A6QRG9_HUMAN	unreviewed	Plexin-B2 (Fragment)	PLXNB2	Homo sapiens (Human)	234
ENSG00000196576		A6QRH1	A6QRH1_HUMAN	unreviewed	Plexin-B2 (Fragment)	PLXNB2	Homo sapiens (Human)	161
ENSG00000196576		E2PU09	E2PU09_HUMAN	unreviewed	Plexin-B2 (Fragment)	PLXNB2	Homo sapiens (Human)	477
ENSG00000196576		H0Y6J7	H0Y6J7_HUMAN	unreviewed	Plexin-B2 (Fragment)	PLXNB2	Homo sapiens (Human)	189
ENSG00000196576		H0Y7X5	H0Y7X5_HUMAN	unreviewed	Plexin-B2 (Fragment)	PLXNB2	Homo sapiens (Human)	84
ENSG00000198753	ENSG00000198753 -> Q9ULL4-1;Q9ULL4-2	Q9ULL4	PLXB3_HUMAN	reviewed	Plexin-B3	PLXNB3 KIAA1206 PLXN6	Homo sapiens (Human)	1909
ENSG00000198753		H7BZV5	H7BZV5_HUMAN	unreviewed	Plexin-B3 (Fragment)	PLXNB3	Homo sapiens (Human)	258
ENSG00000198753		H7C0P4	H7C0P4_HUMAN	unreviewed	Plexin-B3 (Fragment)	PLXNB3	Homo sapiens (Human)	163
ENSG00000198753		H7C3L0	H7C3L0_HUMAN	unreviewed	Plexin-B3 (Fragment)	PLXNB3	Homo sapiens (Human)	175
ENSG00000136040		O60486	PLXC1_HUMAN	reviewed	Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232)	PLXNC1 VESPR	Homo sapiens (Human)	1568
ENSG00000136040		B4DHQ7	B4DHQ7_HUMAN	unreviewed	Plexin-C1 (cDNA FLJ60256, highly similar to Plexin-C1)	PLXNC1	Homo sapiens (Human)	615
ENSG00000136040		F5H3A2	F5H3A2_HUMAN	unreviewed	Plexin-C1	PLXNC1	Homo sapiens (Human)	307
ENSG00000136040		F8VUW4	F8VUW4_HUMAN	unreviewed	Plexin-C1 (Fragment)	PLXNC1	Homo sapiens (Human)	109
ENSG00000136040		F8W095	F8W095_HUMAN	unreviewed	Plexin-C1 (Fragment)	PLXNC1	Homo sapiens (Human)	103
ENSG00000136040		F8W1K6	F8W1K6_HUMAN	unreviewed	Plexin-C1	PLXNC1	Homo sapiens (Human)	416
ENSG00000004399	ENSG00000004399 -> Q9Y4D7-1	Q9Y4D7	PLXD1_HUMAN	reviewed	Plexin-D1	PLXND1 KIAA0620	Homo sapiens (Human)	1925
ENSG00000004399		D6RH25	D6RH25_HUMAN	unreviewed	Plexin-D1	PLXND1	Homo sapiens (Human)	55
ENSG00000004399		H0Y9D1	H0Y9D1_HUMAN	unreviewed	Plexin-D1 (Fragment)	PLXND1	Homo sapiens (Human)	112
ENSG00000004399		H0YA64	H0YA64_HUMAN	unreviewed	Plexin-D1 (Fragment)	PLXND1	Homo sapiens (Human)	169
ENSG00000004399		H0YAB2	H0YAB2_HUMAN	unreviewed	Plexin-D1 (Fragment)	PLXND1	Homo sapiens (Human)	380
ENSG00000004399		H0YAM9	H0YAM9_HUMAN	unreviewed	Plexin-D1 (Fragment)	PLXND1	Homo sapiens (Human)	231
ENSG00000119973		P49683	PRLHR_HUMAN	reviewed	Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G-protein coupled receptor 10) (hGR3)	PRLHR GPR10 GR3	Homo sapiens (Human)	370
ENSG00000113494	ENSG00000113494 -> P16471-1;P16471-2;P16471-4;P16471-5;P16471-6;P16471-7	P16471	PRLR_HUMAN	reviewed	Prolactin receptor (PRL-R)	PRLR	Homo sapiens (Human)	622
ENSG00000113494		D6R9E1	D6R9E1_HUMAN	unreviewed	Prolactin receptor	PRLR	Homo sapiens (Human)	34
ENSG00000113494		D6R9P5	D6R9P5_HUMAN	unreviewed	Prolactin receptor (PRL-R) (Fragment)	PRLR	Homo sapiens (Human)	120
ENSG00000113494		D6R9V7	D6R9V7_HUMAN	unreviewed	Prolactin receptor (Fragment)	PRLR	Homo sapiens (Human)	62
ENSG00000113494		D6RAN9	D6RAN9_HUMAN	unreviewed	Prolactin receptor (Fragment)	PRLR	Homo sapiens (Human)	34
ENSG00000113494		D6RC67	D6RC67_HUMAN	unreviewed	Prolactin receptor (PRL-R) (Fragment)	PRLR	Homo sapiens (Human)	102
ENSG00000113494		D6RD41	D6RD41_HUMAN	unreviewed	Prolactin receptor (PRL-R) (Fragment)	PRLR	Homo sapiens (Human)	111
ENSG00000113494		D6RJC8	D6RJC8_HUMAN	unreviewed	Prolactin receptor	PRLR	Homo sapiens (Human)	33
ENSG00000101000		Q9UNN8	EPCR_HUMAN	reviewed	Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201)	PROCR EPCR	Homo sapiens (Human)	238
ENSG00000101000		A0A0U1RQQ4	A0A0U1RQQ4_HUMAN	unreviewed	Endothelial protein C receptor (Fragment)	PROCR	Homo sapiens (Human)	213
ENSG00000101000		A0A0U1RRC4	A0A0U1RRC4_HUMAN	unreviewed	Endothelial protein C receptor (Fragment)	PROCR	Homo sapiens (Human)	34
ENSG00000169618		Q8TCW9	PKR1_HUMAN	reviewed	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a)	PROKR1 GPR73 PKR1	Homo sapiens (Human)	393
ENSG00000101292		Q8NFJ6	PKR2_HUMAN	reviewed	Prokineticin receptor 2 (PK-R2) (G-protein coupled receptor 73-like 1) (G-protein coupled receptor I5E) (GPR73b) (GPRg2)	PROKR2 GPR73L1 PKR2	Homo sapiens (Human)	384
ENSG00000101292		A0A7I2V3D2	A0A7I2V3D2_HUMAN	unreviewed	Prokineticin receptor 2	PROKR2	Homo sapiens (Human)	348
ENSG00000185920	ENSG00000185920 -> Q13635-1;Q13635-2;Q13635-3;Q13635-4	Q13635	PTC1_HUMAN	reviewed	Protein patched homolog 1 (PTC) (PTC1)	PTCH1 PTCH	Homo sapiens (Human)	1447
ENSG00000185920		A0A0C4DGI4	A0A0C4DGI4_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	174
ENSG00000185920		A0A0C4DGJ5	A0A0C4DGJ5_HUMAN	unreviewed	Protein patched homolog 1	PTCH1	Homo sapiens (Human)	183
ENSG00000185920		F8VPA3	F8VPA3_HUMAN	unreviewed	Protein patched homolog 1	PTCH1	Homo sapiens (Human)	79
ENSG00000185920		F8VQS6	F8VQS6_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	92
ENSG00000185920		F8VXL8	F8VXL8_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	66
ENSG00000185920		H0Y3B8	H0Y3B8_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	352
ENSG00000185920		H0YHK0	H0YHK0_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	16
ENSG00000185920		H3BLX7	H3BLX7_HUMAN	unreviewed	Protein patched homolog 1 (Fragment)	PTCH1	Homo sapiens (Human)	486
ENSG00000117425	ENSG00000117425 -> Q9Y6C5-1;Q9Y6C5-2	Q9Y6C5	PTC2_HUMAN	reviewed	Protein patched homolog 2 (PTC2)	PTCH2 UNQ560/PRO1121/PRO57079	Homo sapiens (Human)	1203
ENSG00000117425		H0Y7J2	H0Y7J2_HUMAN	unreviewed	Protein patched homolog 2 (Fragment)	PTCH2	Homo sapiens (Human)	88
ENSG00000168229	ENSG00000168229 -> Q13258-1;Q13258-2	Q13258	PD2R_HUMAN	reviewed	Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor)	PTGDR	Homo sapiens (Human)	359
ENSG00000183134		Q9Y5Y4	PD2R2_HUMAN	reviewed	Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294)	PTGDR2 CRTH2 DL1R GPR44	Homo sapiens (Human)	395
ENSG00000160013		P43119	PI2R_HUMAN	reviewed	Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	PTGIR PRIPR	Homo sapiens (Human)	386
ENSG00000160013		A0A0B4J2A7	A0A0B4J2A7_HUMAN	unreviewed	Prostacyclin receptor (Prostaglandin I2 (Prostacyclin) receptor (IP), isoform CRA_b)	PTGIR hCG_1777582	Homo sapiens (Human)	296
ENSG00000160013		M0QXV5	M0QXV5_HUMAN	unreviewed	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	143
ENSG00000160013		M0QZI2	M0QZI2_HUMAN	unreviewed	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	115
ENSG00000160013		M0QZW0	M0QZW0_HUMAN	unreviewed	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	174
ENSG00000160801		Q03431	PTH1R_HUMAN	reviewed	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR PTHR1	Homo sapiens (Human)	593
ENSG00000160801		E7EWE7	E7EWE7_HUMAN	unreviewed	PTH/PTHrP type I receptor (Parathyroid hormone 1 receptor) (Parathyroid hormone/parathyroid hormone-related peptide receptor) (Fragment)	PTH1R	Homo sapiens (Human)	527
ENSG00000160801		F2Z314	F2Z314_HUMAN	unreviewed	PTH/PTHrP type I receptor (Parathyroid hormone 1 receptor) (Parathyroid hormone/parathyroid hormone-related peptide receptor)	PTH1R	Homo sapiens (Human)	333
ENSG00000160801		H7C0Q3	H7C0Q3_HUMAN	unreviewed	Parathyroid hormone/parathyroid hormone-related peptide receptor (Fragment)	PTH1R	Homo sapiens (Human)	182
ENSG00000144407		P49190	PTH2R_HUMAN	reviewed	Parathyroid hormone 2 receptor (PTH2 receptor)	PTH2R PTHR2	Homo sapiens (Human)	550
ENSG00000144407		B4DFN8	B4DFN8_HUMAN	unreviewed	Parathyroid hormone 2 receptor (cDNA FLJ60238, highly similar to Parathyroid hormone receptor)	PTH2R	Homo sapiens (Human)	439
ENSG00000144407		H7C0B0	H7C0B0_HUMAN	unreviewed	Parathyroid hormone 2 receptor (Fragment)	PTH2R	Homo sapiens (Human)	54
ENSG00000132670	ENSG00000132670 -> P18433-5;P18433-6	P18433	PTPRA_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48)	PTPRA PTPA PTPRL2	Homo sapiens (Human)	802
ENSG00000132670		Q5JWG0	Q5JWG0_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRA	Homo sapiens (Human)	253
ENSG00000132670		Q5JWG2	Q5JWG2_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRA	Homo sapiens (Human)	175
ENSG00000132670		Q5JWG3	Q5JWG3_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRA	Homo sapiens (Human)	138
ENSG00000127329	ENSG00000127329 -> P23467-1;P23467-2;P23467-3;P23467-4	P23467	PTPRB_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)	PTPRB PTPB	Homo sapiens (Human)	1997
ENSG00000127329		F8VSD5	F8VSD5_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase beta	PTPRB	Homo sapiens (Human)	1583
ENSG00000127329		F8VU56	F8VU56_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRB	Homo sapiens (Human)	2127
ENSG00000127329		H0YHE8	H0YHE8_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase beta (Fragment)	PTPRB	Homo sapiens (Human)	103
ENSG00000127329		Q6ZR19	Q6ZR19_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase beta (cDNA FLJ46721 fis, clone TRACH3018524, highly similar to Protein-tyrosine phosphatase beta) (Fragment)	PTPRB	Homo sapiens (Human)	1407
ENSG00000282932,ENSG00000153707	ENSG00000153707 -> P23468-1;P23468-4;P23468-5;P23468-6;P23468-7,ENSG00000282932 -> P23468-1;P23468-4;P23468-5;P23468-6;P23468-7	P23468	PTPRD_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)	PTPRD	Homo sapiens (Human)	1912
ENSG00000282932,ENSG00000153707		A0A1B0GU15	A0A1B0GU15_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase delta (Fragment)	PTPRD	Homo sapiens (Human)	297
ENSG00000282932,ENSG00000153707		C9J6E4	C9J6E4_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase delta (Fragment)	PTPRD	Homo sapiens (Human)	93
ENSG00000282932,ENSG00000153707		C9J8S8	C9J8S8_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase delta	PTPRD	Homo sapiens (Human)	202
ENSG00000282932,ENSG00000153707		F5GWR7	F5GWR7_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRD	Homo sapiens (Human)	1505
ENSG00000282932,ENSG00000153707		Q3KPI9	Q3KPI9_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRD	Homo sapiens (Human)	1496
ENSG00000142949	ENSG00000142949 -> P10586-1;P10586-2	P10586	PTPRF_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	PTPRF LAR	Homo sapiens (Human)	1907
ENSG00000142949		A2A437	A2A437_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase F (Fragment)	PTPRF	Homo sapiens (Human)	262
ENSG00000142949		H0Y380	H0Y380_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRF	Homo sapiens (Human)	979
ENSG00000142949		H0Y4H1	H0Y4H1_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRF	Homo sapiens (Human)	1291
ENSG00000142949		H0Y6Z7	H0Y6Z7_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRF	Homo sapiens (Human)	1553
ENSG00000142949		H0Y7Z9	H0Y7Z9_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	PTPRF	Homo sapiens (Human)	1332
ENSG00000144724	ENSG00000144724 -> P23470-1;P23470-2	P23470	PTPRG_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	Homo sapiens (Human)	1445
ENSG00000173482	ENSG00000173482 -> P28827-1;P28827-2	P28827	PTPRM_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)	PTPRM PTPRL1	Homo sapiens (Human)	1452
ENSG00000173482		E7EPS8	E7EPS8_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRM	Homo sapiens (Human)	1390
ENSG00000173482		J3KRV2	J3KRV2_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase mu (Fragment)	PTPRM	Homo sapiens (Human)	264
ENSG00000173482		J3KT55	J3KT55_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase mu (Fragment)	PTPRM	Homo sapiens (Human)	238
ENSG00000173482		J3QLI4	J3QLI4_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase mu (Fragment)	PTPRM	Homo sapiens (Human)	173
ENSG00000173482		J3QRB4	J3QRB4_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase mu (Fragment)	PTPRM	Homo sapiens (Human)	207
ENSG00000173482		Q49AC9	Q49AC9_HUMAN	unreviewed	PTPRM protein (Receptor-type tyrosine-protein phosphatase mu)	PTPRM	Homo sapiens (Human)	279
ENSG00000105426	ENSG00000105426 -> Q13332-1;Q13332-6;Q13332-7	Q13332	PTPRS_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)	PTPRS	Homo sapiens (Human)	1948
ENSG00000105426		G8JL96	G8JL96_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRS	Homo sapiens (Human)	1501
ENSG00000105426		K7ERX4	K7ERX4_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase S (Fragment)	PTPRS	Homo sapiens (Human)	79
ENSG00000105426		K7ESP0	K7ESP0_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase S (Fragment)	PTPRS	Homo sapiens (Human)	90
ENSG00000105426		Q8NHS7	Q8NHS7_HUMAN	unreviewed	PTPRS protein (Receptor-type tyrosine-protein phosphatase S)	PTPRS	Homo sapiens (Human)	128
ENSG00000060656	ENSG00000060656 -> Q92729-1;Q92729-2;Q92729-3;Q92729-4	Q92729	PTPRU_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)	PTPRU FMI PCP2 PTPRO	Homo sapiens (Human)	1446
ENSG00000106278	ENSG00000106278 -> P23471-1;P23471-2;P23471-3	P23471	PTPRZ_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	Homo sapiens (Human)	2315
ENSG00000106278		A0A494C036	A0A494C036_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	1513
ENSG00000106278		A0A494C055	A0A494C055_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	2347
ENSG00000106278		A0A494C087	A0A494C087_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	2354
ENSG00000106278		A0A494C0U4	A0A494C0U4_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	2059
ENSG00000106278		A0A494C0V2	A0A494C0V2_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase zeta	PTPRZ1	Homo sapiens (Human)	56
ENSG00000106278		A0A494C1B4	A0A494C1B4_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	1908
ENSG00000106278		A0A494C1F0	A0A494C1F0_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase zeta (Fragment)	PTPRZ1	Homo sapiens (Human)	880
ENSG00000106278		A0A494C1H9	A0A494C1H9_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	1494
ENSG00000106278		A0A494C1J5	A0A494C1J5_HUMAN	unreviewed	Receptor-type tyrosine-protein phosphatase zeta (Fragment)	PTPRZ1	Homo sapiens (Human)	698
ENSG00000106278		A0A494C1R4	A0A494C1R4_HUMAN	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	PTPRZ1	Homo sapiens (Human)	1487
ENSG00000073008	ENSG00000073008 -> P15151-2;P15151-3	P15151	PVR_HUMAN	reviewed	Poliovirus receptor (Nectin-like protein 5) (NECL-5) (CD antigen CD155)	PVR PVS	Homo sapiens (Human)	417
ENSG00000073008		A0A0A0MSA9	A0A0A0MSA9_HUMAN	unreviewed	Poliovirus receptor	PVR	Homo sapiens (Human)	392
ENSG00000073008		A0A0C4DG49	A0A0C4DG49_HUMAN	unreviewed	Poliovirus receptor (Poliovirus receptor, isoform CRA_c)	PVR hCG_1996181	Homo sapiens (Human)	417
ENSG00000073008		F8W7D4	F8W7D4_HUMAN	unreviewed	Poliovirus receptor	PVR	Homo sapiens (Human)	44
ENSG00000073008		K7EMC6	K7EMC6_HUMAN	unreviewed	Poliovirus receptor (Fragment)	PVR	Homo sapiens (Human)	70
ENSG00000186867		Q96P65	QRFPR_HUMAN	reviewed	Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	QRFPR GPR103	Homo sapiens (Human)	431
ENSG00000186867		F2Z3L3	F2Z3L3_HUMAN	unreviewed	Pyroglutamylated RF-amide peptide receptor	QRFPR	Homo sapiens (Human)	190
ENSG00000186867		J3KNR3	J3KNR3_HUMAN	unreviewed	G protein-coupled receptor 103, isoform CRA_a (Pyroglutamylated RF-amide peptide receptor)	QRFPR GPR103 hCG_1778361	Homo sapiens (Human)	258
ENSG00000132329		O60894	RAMP1_HUMAN	reviewed	Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1)	RAMP1	Homo sapiens (Human)	148
ENSG00000132329		E9PC20	E9PC20_HUMAN	unreviewed	Receptor activity-modifying protein 1	RAMP1	Homo sapiens (Human)	126
ENSG00000131477	ENSG00000131477 -> O60895-1;O60895-2	O60895	RAMP2_HUMAN	reviewed	Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2)	RAMP2	Homo sapiens (Human)	175
ENSG00000131477		K7EKQ3	K7EKQ3_HUMAN	unreviewed	Receptor activity-modifying protein 2	RAMP2	Homo sapiens (Human)	112
ENSG00000131477		K7ENJ8	K7ENJ8_HUMAN	unreviewed	Receptor activity-modifying protein 2 (Fragment)	RAMP2	Homo sapiens (Human)	49
ENSG00000131477		K7EPN3	K7EPN3_HUMAN	unreviewed	Receptor activity-modifying protein 2	RAMP2	Homo sapiens (Human)	100
ENSG00000122679		O60896	RAMP3_HUMAN	reviewed	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)	RAMP3	Homo sapiens (Human)	148
ENSG00000122679		J3KR56	J3KR56_HUMAN	unreviewed	Receptor activity-modifying protein 3	RAMP3	Homo sapiens (Human)	151
ENSG00000165731	ENSG00000165731 -> P07949-1;P07949-2	P07949	RET_HUMAN	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	RET CDHF12 CDHR16 PTC RET51	Homo sapiens (Human)	1114
ENSG00000165731		A0A1W2PPN7	A0A1W2PPN7_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (Fragment)	RET	Homo sapiens (Human)	114
ENSG00000165731		A0A1W2PSA1	A0A1W2PSA1_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (Fragment)	RET	Homo sapiens (Human)	191
ENSG00000165731		A0A5F9ZHB7	A0A5F9ZHB7_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	Homo sapiens (Human)	71
ENSG00000165731		A0A5F9ZHR6	A0A5F9ZHR6_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	Homo sapiens (Human)	255
ENSG00000165731		C9JYL6	C9JYL6_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (Fragment)	RET	Homo sapiens (Human)	181
ENSG00000165731		Q9BTX6	Q9BTX6_HUMAN	unreviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (RET protein)	RET	Homo sapiens (Human)	458
ENSG00000112077	ENSG00000112077 -> Q02094-1;Q02094-2	Q02094	RHAG_HUMAN	reviewed	Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241)	RHAG RH50	Homo sapiens (Human)	409
ENSG00000112077		A0A087WZZ4	A0A087WZZ4_HUMAN	unreviewed	Ammonium transporter Rh type A	RHAG	Homo sapiens (Human)	381
ENSG00000112077		A0A0A0MQS8	A0A0A0MQS8_HUMAN	unreviewed	Ammonium transporter Rh type A	RHAG	Homo sapiens (Human)	410
ENSG00000112077		A0A2R8YEH1	A0A2R8YEH1_HUMAN	unreviewed	Ammonium transporter Rh type A	RHAG	Homo sapiens (Human)	433
ENSG00000112077		Q9UHG9	Q9UHG9_HUMAN	unreviewed	Ammonium transporter Rh type A (Mutant Rh50 glycoprotein) (Rh-associated glycoprotein, isoform CRA_c)	RHAG hCG_20861	Homo sapiens (Human)	381
ENSG00000158315	ENSG00000158315 -> Q9NX52-1;Q9NX52-3	Q9NX52	RHBL2_HUMAN	reviewed	Rhomboid-related protein 2 (RRP2) (EC 3.4.21.105) (Rhomboid-like protein 2) [Cleaved into: Rhomboid-related protein 2, N-terminal fragment (NTF); Rhomboid-related protein 2, C-terminal fragment (CTF)]	RHBDL2	Homo sapiens (Human)	303
ENSG00000169855	ENSG00000169855 -> Q9Y6N7-1;Q9Y6N7-5;Q9Y6N7-6	Q9Y6N7	ROBO1_HUMAN	reviewed	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)	ROBO1 DUTT1	Homo sapiens (Human)	1651
ENSG00000169855		A0A087WTM1	A0A087WTM1_HUMAN	unreviewed	Roundabout homolog 1	ROBO1	Homo sapiens (Human)	1606
ENSG00000169855		A0A087WZ85	A0A087WZ85_HUMAN	unreviewed	Roundabout homolog 1	ROBO1	Homo sapiens (Human)	1525
ENSG00000169855		A0A0A0MSX4	A0A0A0MSX4_HUMAN	unreviewed	Roundabout homolog 1	ROBO1	Homo sapiens (Human)	1531
ENSG00000169855		F8WEV8	F8WEV8_HUMAN	unreviewed	Roundabout homolog 1	ROBO1	Homo sapiens (Human)	41
ENSG00000169855		H7C4Y7	H7C4Y7_HUMAN	unreviewed	Roundabout homolog 1 (Fragment)	ROBO1	Homo sapiens (Human)	192
